Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,800;"I am not your mother."
00:18,800;00:23,880;"Welcome back."
00:23,880;00:34,880;"uh, a long welcome back to the Patriots Dynasty podcast. We are the brown brothers and we're going back and rewatching every game of the dynasty era."
00:34,880;00:43,880;"Uh, with me today, not both brothers. Greg is actually preparing to go to the current Buffalo game."
00:43,880;00:48,920;"him and his friends are stuffing themselves in an RV and driving up the buffalo, which"
00:48,920;00:56,920;"sounds great, but in reality, uh, doesn't smell very good. But with me, we have Steve Brown,"
00:56,920;01:03,400;"the good brother, the better brother, the best brother, the better brother. No, no, the best"
01:03,400;01:07,000;"brother. I'm the best brother. Well, if I'm the better brother, I'm automatically the best"
01:07,000;01:11,400;"brother unless you have a brother I don't know about it. That's fair. I mean, we might. We've"
01:11,400;01:15,560;"been told we look like the mailman. So there might be other brothers out there that we don't know about."
01:15,560;01:24,600;"But in kind of this actually works out really well. We've been gone for a few weeks because"
01:24,600;01:31,640;"shit's just been crazy. Thanks, I mean, Patriots game in Carolina. Yeah. And I am redoing a kitchen."
01:31,640;01:38,760;"So things are just a hot mess right now. So, but everything's kind of worked out for the best"
01:38,760;01:44,360;"because this in the current time, we are what's the day today, December 2nd, 2021."
01:44,360;01:54,360;"We are preparing ourselves for, I'd say the first real Patriots bills game"
01:54,360;02:02,440;"that's meant anything in a while. Wouldn't you say? Sure. I mean, this is like the biggest deal"
02:02,440;02:06,040;"of pass fields. I feel like Bill Stins always build it up more than it actually is."
02:06,040;02:10,920;"Well, yeah, I'm talking I'm talking from a patch fans perspective here like this is this is the bill Super Bowl every year"
02:10,920;02:13,320;"Especially because it's in Buffalo. Right"
02:13,320;02:16,840;"And they always get their ass kicked"
