Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,840;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,840;00:08,280;"you have the choice not to."
00:08,280;00:12,480;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,480;00:14,320;"they're just being stupid."
00:14,320;00:15,560;"You still want to listen?"
00:15,560;00:16,560;"Go right ahead."
00:16,560;00:18,880;"I am not your mother."
00:18,880;00:25,520;"Welcome back everybody."
00:25,520;00:32,560;"Taking some dynasty podcast getting close to the end of the 2002 season on week 15 as we travel to"
00:32,560;00:35,120;"I don't know where in Tennessee is it?"
00:35,120;00:36,000;"Nashville?"
00:36,000;00:41,280;"It is. Yeah, it's got to be Nashville. You boys have you boys have been I have not"
00:41,280;00:45,760;"The Nashville, Tennessee to face the eight and five"
00:45,760;00:49,640;"Tennessee Titans"
00:49,920;00:53,720;"The Patriots also eight and five so this is a game that means a lot in the playoffs"
00:53,720;00:58,320;"And we will come across that soon enough at least for the Patriots"
00:58,320;01:01,440;"But before we get stuck in"
01:01,440;01:03,920;"Steve Brown would you like to introduce your guest?"
01:03,920;01:09,120;"Yeah, we have Scott joining us not because he's a Titan spin though just because"
01:09,120;01:18,040;"You heard how awesome Trevor had here. So here he is. I heard Trevor on I got really jealous felt like I needed to one up them"
01:18,880;01:25,380;"We'll see how it goes, but I was also kind of a Titans fan just because they had like a cool logo"
01:25,380;01:31,120;"Yeah, and cool. So was Steve actually is I could draw the logo really well"
01:31,120;01:34,880;"To draw because like I'm a child"
01:34,880;01:40,800;"It was like a team, but it was also like a sword. It was super cool to draw and I had like playing the shit off it"
01:40,800;01:45,880;"That's flames. I just thought it was a tea with like some stars around it as I'm sure now"
01:45,880;01:48,480;"And then I had a circle had like the red and blue flames coming off it"
01:48,480;01:51,120;"I was really good at drawing the Falcons logo"
01:51,120;01:56,120;"Because it was like a straight line at the top and then a curve at the bottom. It was super easy"
01:56,120;01:59,560;"Yeah, it's a good one to fucked up with an impossible to draw"
01:59,560;02:05,280;"Impossible the new one's not that bad. It's easy. I don't know. I'm terrible at that"
02:05,280;02:09,080;"I've had a lot of practice I bet Greg can draw it. I"
02:09,080;02:13,120;"Mean it's tough to make it look like it's supposed to look"
02:14,600;02:18,940;"Yeah, I'm a couple of them out and but like it still comes out where we're looking"
02:18,940;02:25,520;"Because I'm a terrible drawer. That's why I like the Titans one. It's just a tea. It's just straight lines and shit"
02:25,520;02:32,400;"It's easy. It was a super downgrade from the Oilers though those old Oilers jerseys and helmets are so sweet the color"
02:32,400;02:37,040;"Yeah, I feel like those helmets were up there with the old Patriots helmets"
02:37,040;02:41,160;"Like it just screams old school. Yeah, I agree"
02:41,160;02:47,000;"I was just a fan of the baby blue on the Titans, you know, it's nice. It's like the Chargers baby blue. Yeah"
02:47,000;02:53,320;"I think it's better than what the charges are wearing now. Have you seen this here with those like knee-on-yellow fans?"
02:53,320;02:56,120;"It's like if Steve had designed a uniform"
02:56,120;03:02,200;"Titan's kind of a shitty name, you know, like does it even have any relevance to Tennessee?"
03:02,200;03:10,440;"Probably not. Maybe they're the Titans of industry. It's super scary though. Well, didn't Chris Burman who wanted to be the"
03:10,440;03:15,180;"Tennessee tuxedos which would have been fucking cool."
03:15,180;03:16,820;"- Yeah, sick."
03:16,820;03:17,660;"- Sick."
03:17,660;03:21,220;"- It's like, yeah, just like black everywhere except for like the"
03:21,220;03:24,660;"front like chess piece would be white."
03:24,660;03:26,140;"Well, bow tie at the top."
03:26,140;03:27,440;"- Bow ties."
03:27,440;03:30,060;"God, that is sweet."
03:30,060;03:31,060;"- That would be so sweet."
03:31,060;03:33,500;"- I feel like it would look kind of soft though, you know,"
03:33,500;03:35,580;"just like guys out there and fake tuxedo."
03:35,580;03:37,100;"- You look like a gentleman."
03:37,100;03:39,020;"- Everyone looks great at the--"
03:39,020;03:41,600;"Is a gentleman like are you scared of a gentleman now?"
03:41,600;03:44,000;"I feel like you look at someone in a tuxedo."
03:44,000;03:45,440;"You feel like you can fuck them up."
03:45,440;03:46,440;"No, you break."
03:46,440;03:47,440;"Yeah."
03:47,440;03:48,720;"Yeah, say that to James Bond."
03:48,720;03:49,400;"Yeah, you're right."
03:49,400;03:50,000;"You're right."
03:50,000;03:50,360;"Sorry."
03:50,360;03:51,920;"I take it back."
03:51,920;03:54,360;"But this was not the Tennessee tuxedos."
03:54,360;03:57,560;"This is the Tennessee Titans, unfortunately."
03:57,560;03:59,960;"And unfortunately, they kicked their shit out"
03:59,960;04:01,640;"of the Patriots in this game."
04:01,640;04:02,320;"We lost."
04:02,320;04:03,800;"We start with a score."
04:03,800;04:04,720;"Yeah, they're lost."
04:04,720;04:05,640;"Damn."
04:05,640;04:06,760;"Thanks for coming, Greg."
04:06,760;04:07,960;"They lost 24/7."
04:07,960;04:14,400;"There were no highlights for this game awful good if someone shit. That's why that's how bad it was there were no highlights"
04:14,400;04:19,080;"Yeah, yeah, they were actually I literally couldn't find any highlights except for one guy"
04:19,080;04:22,920;"Who was I think some like Titans historian or something like that?"
04:22,920;04:29,080;"You had like a minute 52 clip of the pick six and that was at the time ready through"
04:29,080;04:37,160;"All right, this is a hard all for my party. I really really regret coming on this episode. Yeah, this is not a great episode"
04:37,160;04:38,560;"Did you actually watch the game?"
04:38,560;04:44,460;"I actually watched the game. I was like I'm gonna be all in on this and then I watch I look at the score"
04:44,460;04:46,060;"And I'm like fuck"
04:46,060;04:51,540;"I already made a mistake and then I watched the first half and I'm like this is just the fucking worst this game sucks"
04:51,540;04:56,000;"You watch first half you like how can I get worse and then it does yeah, and then you watch the second half"
04:56,000;05:01,800;"So yeah, so let's do the watchability score on a six-long party Steve. I think I heard you say you gave it a one"
05:01,800;05:04,800;"Yeah, it was final scores. What was it 24?"
05:06,440;05:13,040;"And it wasn't that close. It wasn't that we should have been the Titans were running clock basically halfway through the third quarter"
05:13,040;05:17,080;"After Brady through the pick six. Yeah"
05:17,080;05:22,760;"It was a microcosm of the entire season where the Patriots couldn't stop the run"
05:22,760;05:27,340;"Couldn't actually run the ball and then just like gave up on it completely. I think"
05:27,340;05:30,160;"Greg do you have the stats there?"
05:30,160;05:32,480;"Let's see"
05:33,680;05:42,440;"Rushing yards forward against well George had a hundred yards to the ground with another 50 from McNair"
05:42,440;05:47,480;"Oh another 80 85 from Robert Holcomb right so"
05:47,480;05:50,360;"Tennessee got"
05:50,360;05:52,280;"238 rushing yards the patrons had 56"
05:52,280;05:59,880;"Yeah, kind of those were from top though because Eddie George had 31 rushes. Yeah, a hundred yards 31"
06:00,880;06:04,880;"Like, uh, like, Garrett Blunt, but without like Garrett Blunt,"
06:04,880;06:05,880;"making a big run."
06:05,880;06:07,480;"And I'll just three yards fall over."
06:07,480;06:08,980;"Yeah, it was not good."
06:08,980;06:10,960;"The average three yards."
06:10,960;06:14,480;"And I felt like every single run he had was also three yards."
06:14,480;06:15,880;"Yeah."
06:15,880;06:18,880;"Except for that, we had one that was 15."
06:18,880;06:21,320;"And then everything else was literally three yards of care."
06:21,320;06:24,360;"Yeah."
