Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:23,880;"I am not your mother."
00:23,880;00:26,320;"Welcome back to the Pages of Dinesy podcast."
00:26,320;00:32,000;"I'm your host Andy Brown with me are my both my brothers this week Steve Brown"
00:32,000;00:37,420;"how's it going good good I'm glad to be back in the saddle yeah yeah I missed"
00:37,420;00:41,640;"last week because we had some family emergencies we had to bail but we're"
00:41,640;00:46,000;"back here and we're back with everybody Steve Brad you're doing"
00:46,000;00:52,560;"puppy prep right yeah puppy pick up date this time next next episode we'll have a"
00:52,560;00:55,680;"dog joining us. Oh, fuck yeah. That won't be obnoxious at all."
00:55,680;00:57,040;"Yeah."
00:57,040;00:58,880;"You have a obnoxious welcome Greg."
00:58,880;01:05,440;"The day I have to listen to a fucking dog in the background is the day I quit this podcast."
01:05,440;01:09,520;"So this is our final episode with Greg. Thanks for joining us."
01:09,520;01:17,680;"But Steve and I were talking before you joined Greg and I think that at this point it's almost"
01:17,680;01:22,320;"like a Pavlov's response for the listeners because they when you're here they know that like this"
01:22,320;01:24,640;"This is a game worth watching."
01:24,640;01:26,280;"- Yeah, especially when they find out"
01:26,280;01:28,840;"that you even watched this entire game."
01:28,840;01:31,680;"- The whole game, start to finish."
01:31,680;01:32,760;"- So tell us which one it is."
01:32,760;01:35,760;"What are we talking about tonight?"
01:35,760;01:39,160;"- The folks out there will remember it"
01:39,160;01:43,760;"as the big, willy, fourth down stop on the goal line"
01:43,760;01:46,680;"and then run down the center of the field in the RCA"
01:46,680;01:49,000;"down pointing to the heavens."
01:49,000;01:51,560;"A legendary game in Patriots lore."
01:51,560;01:55,520;"- Yes, so this is 2003, week 13."
01:55,520;01:57,780;"Is the Patriots a real travel to,"
