Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,840;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,840;00:08,280;"you have the choice not to."
00:08,280;00:12,480;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,480;00:14,320;"they're just being stupid."
00:14,320;00:15,560;"You still want to listen?"
00:15,560;00:16,560;"Go right ahead."
00:16,560;00:17,960;"I am not your mother."
00:17,960;00:24,920;"So welcome back to all of you loyal listeners."
00:24,920;00:30,440;"because you keep listening we keep doing this and now we are doing a second season"
00:30,440;00:37,360;"this is the 2002 NFL season and we're starting here week one Patriots banner"
00:37,360;00:45,400;"night opening their new stadium with a nice skip the preseason or what did you"
00:45,400;00:47,400;"washer pre-season I watched every game"
00:47,400;00:52,880;"Rowan Davies the future"
00:52,880;01:01,760;"Well, yeah, let's back up a little bit then because we could talk about some off-season stuff since this is week one"
01:01,760;01:07,240;"There were some there was some big changes in the off-seat the biggest one being"
01:07,240;01:12,580;"Jubled so he is no longer a new one patriot and has gotten traded to the bill"
01:12,580;01:14,340;"See you light up."
01:14,340;01:15,380;"Greener pastures."
01:15,380;01:22,820;"Going up north to Buffalo, is that Orchard Park? New York?"
01:22,820;01:24,100;"Yep, wider pastures."
01:24,100;01:28,500;"Yeah, there's not a lot of greenery happening up there, I don't think."
01:28,500;01:33,300;"But I'm sure we'll see him in a future episodes."
01:33,300;01:37,300;"But yeah, let's talk about the off season, what happened."
01:37,300;01:42,020;"There was some interesting, there wasn't really anybody else who got like a one."
01:42,020;01:44,020;"Very Glenn. See you all later."
01:44,020;01:53,020;"Off to the Packers, which we talked about in the office in our last season with the the bye week deep dive at Terry Glenn."
01:53,020;02:08,020;"Where he actually did not well on the Packers, I don't think, but then we'd get back to his normal productive self when he would reconnect with Bill Parcels on the Cowboys."
02:08,020;02:09,020;"Andrew Butts off."
02:09,020;02:13,580;"Dreamless as well. Yes, he would also yeah, they would all get back together getting the gang back together in Dallas"
02:13,580;02:17,100;"Yikes also a big loss of rod Rutledge"
02:17,100;02:19,500;"the was he the leading tight end"
02:19,500;02:25,500;"In 2000 I think he may have been just by default because he was the only titan that actually caught any back until the playoffs"
02:25,500;02:30,060;"Well true. Yeah, then our boy would wiggy germane wiggens"
02:30,060;02:36,300;"That's right. Yeah, what does he do corner right now? Is he still on the radio? Hey, it's on e. Yeah, I think"
02:38,220;02:41,960;"you know he's i don't think it's on radio i think he's on the"
02:41,960;02:45,060;"wait is we're going on a map i thought he was on"
02:45,060;02:46,080;"like one of those late night"
02:46,080;02:51,540;"uh... you know i'm boston i think he was on the morning show to go over for"
02:51,540;02:53,600;"who's the racist"
02:53,600;02:55,280;"yeah"
02:55,280;02:57,000;"but they get to go for him"
02:57,000;03:00,680;"the racist talk show host in boston"
03:00,680;03:02,480;"you get it brought in uh..."
03:02,480;03:06,000;"they they they got well as him and uh... who was"
03:06,000;03:07,720;"who was always men and"
03:07,720;03:10,240;"yeah i like to be in"
03:10,240;03:11,580;"he to"
03:11,580;03:13,780;"uh... he got a little fast for me"
03:13,780;03:17,400;"he was a good interview he was he he was a really good interviewer though i mean"
03:17,400;03:20,560;"he did not pull any punches it didn't matter who"
03:20,560;03:22,520;"they were interviewing he he was"
03:22,520;03:24,760;"he was pretty solid"
03:24,760;03:28,420;"but he left a star zone podcast on bars to end so now it's uh... they got the"
03:28,420;03:31,620;"guys from a f the morning show"
03:31,620;03:32,620;"which isn't"
03:32,620;03:34,980;"uh... relaxation bragiel"
03:34,980;03:39,860;"Yeah, Greg, I'll just keep doing your job for you, Andy."
03:39,860;03:40,420;"It's cool."
03:40,420;03:41,940;"This is this is what we're talking about."
03:41,940;03:45,340;"I haven't listened to."
03:45,340;03:46,780;"I'm an E.E.I."
03:46,780;03:47,140;"guy."
03:47,140;03:49,580;"I just haven't listened to much E.E.I."
03:49,580;03:51,100;"lately."
03:51,100;03:53,060;"You see, you do sound like an E.I."
03:53,060;03:53,420;"guy then."
03:53,420;03:55,620;"I don't listen to bosses for us talking all."
03:55,620;03:57,620;"It's the fucking worst."
03:57,620;03:57,900;"Yeah."
03:57,900;03:58,340;"It's awful."
03:58,340;03:59,260;"It's so much better."
03:59,260;04:01,380;"Everybody says that in North Carolina."
04:01,380;04:02,060;"It's hilarious."
04:03,620;04:07,820;"like the hurricanes dropped another one but you know they'll get him next game."
04:07,820;04:11,260;"All right. So it's not just because they're negative about a different team."
04:11,260;04:12,860;"They're just less negative in general."
04:12,860;04:15,140;"Oh yeah. Yeah. Oh yeah."
04:15,140;04:17,860;"They're like all across the board."
04:17,860;04:22,100;"They even like make fun of Boston sports or they have like a segment of like"
04:22,100;04:25,100;"pissed off Boston sports radio. It's hilarious."
04:25,100;04:29,180;"Uh, we should do that and just have Connor on."
04:30,740;04:33,740;"Bill's radio is pretty good too."
04:33,740;04:38,740;"You got Brendan, obviously, I have to hear it."
04:38,740;04:49,740;"You know, ricochet Bill's radio from time to time and God, the depression in their voices and the lack of optimism."
04:49,740;04:54,740;"It's like why Triadof felt draft."
04:54,740;04:59,740;"Tragedy born."
04:59,740;05:07,460;"I know we've joked about doing a browns on browns podcast, but I think that'd be really interesting just to hear how"
05:07,460;05:10,940;"Cleveland sports is there Cleveland sports talk radio"
05:10,940;05:13,820;"Of course, I'm sure there is yeah"
05:13,820;05:18,500;"You think you think they have just like off themselves at this point now browns"
05:18,500;05:27,580;"Probably just like bill like Buffalo sports radio, you know, you know, you know sneaky also depressed Detroit. I"
05:28,300;05:35,380;"Don't think that's very sneaky Detroit Cleveland right there that little pocket who boy pocket of sadness the old rust belt"
05:35,380;05:37,780;"Yeah"
05:37,780;05:45,380;"What else we got from the off-season the draft draft yeah, you know Connor has thoughts about this draft"
05:45,380;05:52,300;"Does he why couldn't wait to share what an incredible draft?"
05:52,300;05:56,740;"I mean take out rohan Davy or and Antoine Roma"
05:56,980;06:04,220;"Womack and I mean that just looking at you know knowing what we know now and seeing their careers in"
06:04,220;06:07,480;"completion just like"
06:07,480;06:09,540;"Daniel Graham"
06:09,540;06:15,340;"Jarvis Green Dion branch and then David Givens in the seventh yeah, that's one of the he was"
06:15,340;06:18,540;"Compech she"
06:18,540;06:20,980;"Yeah, he"
06:22,100;06:28,280;"I think how many he had so many big catches for us in those the 2003 and 2004 season"
06:28,280;06:35,140;"But yeah, what a what a steal you just mr. Reliable for Tom. He was the guy who moved the chains every time ahead is Jersey"
06:35,140;06:39,620;"Yeah, you know David Gibbons Jersey. Yep. Yeah"
06:39,620;06:42,260;"And he yeah, I heard"
06:42,260;06:45,060;"Like never played again"
06:45,060;06:47,060;"That's your fault. Yeah. Yeah"
06:47,060;06:48,760;"and"
06:48,760;06:55,940;"And even like Jarvis Green he was he was never a superstar, but he was solid for years"
06:55,940;06:58,420;"and he was you"
06:58,420;07:00,920;"Just it was a really really really good draft"
07:00,920;07:05,120;"Obviously Dion being the highlight Dion branch being the highlight"
07:05,120;07:10,120;"That's true, but I think the the newspapers were were big on"
