Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:23,200;"I am not your mother."
00:23,200;00:27,360;"Welcome back to the Pages Down and See Podcast."
00:27,360;00:31,680;"This is 2004, week four, take two."
00:31,680;00:34,160;"Is that right?"
00:34,160;00:35,160;"Yes."
00:35,160;00:40,760;"As we tried to do it last week, we're just going to have a talk with Miguel from Pat's"
00:40,760;00:42,400;"cap."
00:42,400;00:45,360;"And then jump into the game and that just did not happen."
00:45,360;00:47,800;"I can see talks a lot."
00:47,800;00:54,400;"So speaking of which, during that episode, we said that we would donate a dollar for"
00:54,400;00:56,920;"every person who listened to the episode between then and now."
00:56,920;00:59,600;"And we had 88 lessons."
00:59,600;01:03,240;"So if you listened, you are helping out the cause."
01:03,240;01:05,980;"And so we're actually going to just round it up to an even hundred bucks"
01:05,980;01:07,280;"because we're nice guys."
01:07,280;01:12,720;"So we'll be donating a hundred bucks to Patscaps Habitat for a Community page."
01:12,720;01:14,920;"So look for that."
01:14,920;01:17,160;"You're right off on your taxes."
01:17,160;01:18,220;"Oh, I could."
01:18,220;01:18,600;"Could not."
01:18,600;01:18,960;"Yeah."
01:18,960;01:20,800;"Well, I met the listeners."
01:20,800;01:23,520;"Oh, yeah, they're probably good too, actually."
01:23,760;01:25,760;"That whole dollar, just write that off."
01:25,760;01:26,260;"Yeah."
01:26,260;01:28,180;"If the IRS comes come and just send them our way,"
01:28,180;01:29,880;"I'm sure we won't take care of it for you."
01:29,880;01:32,080;"So we'll get a bunch of listens from the IRS too."
01:32,080;01:33,400;"Yeah, absolutely."
01:33,400;01:35,320;"[LAUGHTER]"
01:35,320;01:38,520;"If you're from the IRS, we are not tax professionals,"
01:38,520;01:39,880;"so don't listen to us."
