Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,640;"I am not your mother."
00:18,640;00:27,520;"Welcome back to the pages dicey podcast, the podcast where we're going back."
00:27,520;00:30,420;"My brother and I are rewatching every game of the pages"
00:30,420;00:34,060;"dice era, including this one, unfortunately."
00:34,060;00:36,520;"I'm your host, Danny Brown."
00:36,520;00:39,180;"With me are the aforementioned brothers."
00:39,180;00:40,260;"Steven, how are you?"
00:40,260;00:41,380;"Good."
00:41,380;00:43,540;"Do you ever get weird looks when you tell people about this"
00:43,540;00:44,700;"podcast and what you're doing?"
00:44,700;00:46,140;"You guys just don't tell them."
00:46,140;00:50,940;"Made it a secret podcast for you guys."
00:50,940;00:52,700;"You don't tell people in your lives that you do this."
00:52,700;00:53,740;"I tell some people."
00:53,740;00:54,820;"I only tell people they ask."
00:54,820;00:56,780;"Oh, I tell people."
00:57,180;00:58,440;"And I bet I know."
00:58,440;01:00,140;"It does."
01:00,140;01:01,600;"They got every game."
01:01,600;01:02,820;"And they got."
01:02,820;01:03,280;"Yeah."
01:03,280;01:04,720;"Do you watch the whole game?"
01:04,720;01:05,920;"Mostly."
01:05,920;01:08,400;"I did not watch all of this game, though."
01:08,400;01:11,460;"I watched until about 11 minutes left and then I turned it off."
01:11,460;01:12,260;"Yeah."
01:12,260;01:17,460;"Well, so I I have limited time these days and I was a little angry by the end of"
01:17,460;01:20,940;"watching this one that we actually decided to watch this whole fucking game and did this"
01:20,940;01:21,440;"episode."
01:21,440;01:23,640;"Boo hoo, Andy."
01:23,640;01:26,140;"They lose one game in like 35."
01:26,140;01:27,420;"- This is what I'm saying."
01:27,420;01:29,300;"I forgot how to do it."
