Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,640;"I am not your mother."
00:18,640;00:26,120;"Welcome back to the pages down as your podcast."
00:26,120;00:29,080;"I am your host, as always, Andy Brown."
00:29,080;00:34,760;"We are going through every game of the Dynasty era, one game at a time, not skipping any"
00:34,760;00:37,080;"of them, right boys?"
00:37,080;00:41,600;"And with me today are the brothers Brown."
00:41,600;00:42,840;"Steven, how are you?"
00:42,840;00:43,840;"Great."
00:43,840;00:45,640;"Jax, you know how much I love those."
00:45,640;00:48,360;"You love Jax, Greg."
00:48,360;00:52,640;"Greg Brown, baby Brown."
00:52,640;00:53,640;"Weasy up, baby."
00:53,640;00:55,000;"Don't forget the baby."
00:55,000;00:57,000;"I'm doing great, Andy."
00:57,000;00:58,000;"Yeah."
00:58,000;01:00,480;"I like how are you showing like this real question?"
01:00,480;01:01,280;"Muscle's shared."
01:01,280;01:02,400;"Yeah."
01:02,400;01:03,440;"Are you showing them guns?"
01:03,440;01:05,520;"Yeah, Mr. Pushup."
01:05,520;01:08,960;"That's that push up singular."
01:08,960;01:13,840;"Even through COVID, you boy getting his pushups going."
01:13,840;01:14,160;"Okay."
01:14,160;01:19,360;"Like when you're in COVID or when you during COVID,"
01:19,360;01:21,120;"yeah, no, I had COVID."
01:21,120;01:23,360;"Oh, oh, that's that's badass, right?"
01:23,360;01:24,320;"I'm recovering."
01:24,320;01:25,840;"Pushups while you had COVID."
01:25,840;01:28,480;"Wow, you're a true inspiration, Greg."
01:28,480;01:32,440;"Dude, I'm like Goggins or whatever that dude's name is."
01:32,440;01:34,920;"You're like ICU nurses right now."
01:34,920;01:35,920;"Yeah."
01:35,920;01:38,240;"But he's like that cat hanging from the branch."
