Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,840;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,840;00:08,280;"you have the choice not to."
00:08,280;00:12,480;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,480;00:13,920;"they're just being stupid."
00:13,920;00:15,560;"But you still want to listen?"
00:15,560;00:16,560;"Go right ahead."
00:16,560;00:18,400;"I am not your mother."
00:18,400;00:26,800;"Back to the Peach's Diesie Podcast."
00:26,800;00:31,400;"My self Andrew Brown and with me today is my brother who's doing his best."
00:31,400;00:33,640;"Um, Bill Coward impression."
00:33,640;00:35,480;"I'd say Steven."
00:35,480;00:39,040;"I don't know if we're going to post a video with this, but I could, I could maybe"
00:39,040;00:40,360;"post a screenshot of that face."
00:40,360;00:45,000;"No, no, it was all chin and all mustache."
00:45,000;00:48,600;"That was very Jesus and all teeth now."
00:48,600;00:49,840;"Great shot and high."
00:49,840;00:52,080;"That was a shot in high."
00:52,080;00:52,920;"Mm."
00:52,920;00:55,440;"No, no, who, who do we say did that face?"
00:55,560;00:57,880;"The other way. Right now."
00:57,880;00:58,680;"The Chiefs."
00:58,680;00:59,640;"The Chiefs."
00:59,640;01:04,080;"Oh, I have it in my notes."
01:04,080;01:07,320;"David Lee is talking about this last week."
01:07,320;01:09,560;"We did. Yeah, I've already forgotten because fuck it."
01:09,560;01:12,240;"Dick Vermeel."
01:12,240;01:14,200;"Yes, that's who it was."
01:14,200;01:15,760;"All guns."
01:15,760;01:16,560;"Squint city."
01:16,560;01:17,880;"Yeah, squint city."
01:17,880;01:18,720;"That's right."
01:18,720;01:22,240;"Go to the Lord."
01:22,240;01:24,080;"So it's just the two of us right now."
01:24,080;01:28,240;"Greg is dealing with storm issues. Apparently, North Carolina has never had a storm before,"
01:28,240;01:29,080;"so they lost power."
01:29,080;01:31,600;"No, it's hurricanes."
01:31,600;01:37,440;"Yeah, and Connor is apparently golfing, so he'll be here at some point."
01:37,440;01:42,000;"They have a special guest joining us later anyway, so we'll see who actually shows up for this"
01:42,000;01:46,120;"episode. But right now it's the two, the two work horses anyway."
01:46,120;01:51,600;"The ones who actually watched a game, me and Steve Brown. So Steve, when you're done playing"
01:51,600;01:55,320;"with your hair, you can let me know what you thought of this game."
01:55,320;01:58,000;"Well, we should probably pick like, you know, who's the real"
01:58,000;01:59,520;"workhorse is of the Patriots."
01:59,520;02:04,200;"I'm going to go for Mike Raibel because he catches his first touchdown in this game."
02:04,200;02:06,120;"Ooh, nicely done."
02:06,120;02:09,480;"Um, workhorse is the Patriots."
02:09,480;02:10,520;"I caught me off guard."
02:10,520;02:18,120;"I would say in this game, I would actually say kind of anybody on the offensive line"
02:19,040;02:27,760;"because this was the top ranked defense in the NFL this year in the charges coming to town."
02:27,760;02:30,280;"Yeah, they mentioned it a bunch of times."
02:30,280;02:37,600;"There was some stat where when the Patriots in the first quarter got into the red zone"
02:37,600;02:42,600;"and scored touchdown, it was the fourth time the opponent has actually entered the red"
02:42,600;02:48,160;"zone the entire season and the first touchdown given up in the red zone by the Chargers in"
02:48,160;02:50,720;"week four, which is pretty fucking impressive."
02:50,720;02:52,640;"- I don't know, just 'cause they didn't play crappy people"
02:52,640;02:53,480;"at that point."
02:53,480;02:56,480;"- I think that was probably part of this point."
02:56,480;02:57,920;"- You're saying charges were like untested,"
02:57,920;03:00,120;"you're three and all of a sudden."
03:00,120;03:01,640;"- Right, right, right, right, yeah."
03:01,640;03:05,320;"And the Patriots had been world beaters,"
03:05,320;03:08,400;"so this was a test for these chargers."
03:08,400;03:10,600;"But yeah, so I mean, speaking of these charges,"
03:10,600;03:13,440;"we're good for go back, and we look at them,"
03:13,440;03:17,880;"'cause usually we have Greg here to do the teams,"
03:17,880;03:21,540;"But this charge is actually kind of a loaded team"
03:21,540;03:23,200;"if you look at it."
03:23,200;03:25,020;"And having said all that,"
03:25,020;03:27,640;"they started three and oh beat the Patriots this week,"
03:27,640;03:28,540;"spoiler alert."
03:28,540;03:33,360;"And so they started the season four and oh,"
03:33,360;03:34,880;"how do you think they finished the round?"
03:34,880;03:35,720;"You think they made the playoffs?"
03:35,720;03:37,040;"- Four and 12."
03:37,040;03:39,080;"(laughs)"
03:39,080;03:41,120;"- I appreciate your optimism, but no."
03:41,120;03:45,000;"- Well, like that LT, say how Rodney."
03:45,000;03:46,840;"- Drew Brees, quarterback."
03:46,840;03:50,920;"young Drew Brees. It was a second year. I think so. Yeah."
03:50,920;03:53,440;"This is first year actually starting because Doug Fluge started last year."
03:53,440;03:57,160;"Seasonally when you're behind Brady. Yeah."
03:57,160;04:01,800;"The Chargers would go eight and eight this season. Really?"
04:01,800;04:05,040;"It was not a good season. It started off really well."
04:05,040;04:10,560;"They won these first four games and actually they were at the buy."
04:10,560;04:14,960;"They were six and one and they had their buy and then they lost."
04:15,360;04:18,000;"They won two more games the rest of the season."
04:18,000;04:20,360;"They had a two game losing streak."
04:20,360;04:21,200;"- What?"
04:21,200;04:22,040;"- And then, yeah."
04:22,040;04:25,440;"Yeah, they were six in one at the buy"
04:25,440;04:27,280;"and then they came back week nine"
04:27,280;04:28,840;"and just forgot how to win."
04:28,840;04:31,440;"Both their wins are just getting over."
04:31,440;04:33,800;"- So like, beepers or are they just getting like?"
04:33,800;04:36,000;"- So let's see, the first game after the buy,"
04:36,000;04:38,520;"they lost 44, 13 to the Jets."
04:38,520;04:40,280;"The same just, the game blew the fuck off."
04:40,280;04:41,280;"- Yeah, it's a small beep."
04:41,280;04:42,920;"- Yeah, she's."
04:42,920;04:45,040;"- Lost a close one to the Rams."
04:45,040;04:46,440;"Beat the Niners in overtime."
04:46,440;04:50,480;"Uh, got blown out by the dolphins 30 to three."
04:50,480;04:55,720;"Beat the Broncos in overtime and then lost to the Raiders,"
04:55,720;04:58,240;"bills, chiefs and Seahawks to end the season."
04:58,240;05:01,880;"Wait, wait, so they lost to the entire AFC East."
05:01,880;05:03,080;"Except the high."
05:03,080;05:03,920;"Yeah."
05:03,920;05:04,420;"What?"
05:04,420;05:09,080;"Which even more baffling, they, they announced a stat that, uh,"
05:09,080;05:13,360;"the Patriots had won the last 10 straight games against the Chargers."
05:13,360;05:14,080;"Yeah."
05:14,240;05:18,880;"up until this. And they had one and the pages of one 12 games in a row up until this. So"
05:18,880;05:26,720;"it was one of those things. But yeah, it was, uh, I'm not sure what happened. It don't see any"
05:26,720;05:33,520;"injuries anywhere or anything in terms of shot. I was coach, right? Yeah. Who's a really good."
05:33,520;05:39,440;"We did. Yeah. And shot and high is a really good, um,"
05:40,880;05:42,240;"You're really a regular season coach."
05:42,240;05:45,360;"He struggles in the playoffs, which I think is pretty well documented."
05:45,360;05:54,560;"Breeze had, let's see, 3,200 yards, 17 touchdowns, 16 interceptions went up."
05:54,560;05:56,720;"Bad. What kind of mediocre?"
05:56,720;05:58,720;"That was okay for back then, yeah."
05:58,720;06:02,800;"Yeah, LT ran for 1600 yards, which is pretty reasonable."
06:02,800;06:03,760;"Second year, yeah."
