Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,920;"to be funny, but really they're just being stupid."
00:15,920;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:24,480;"I am not your mother."
00:24,480;00:28,760;"Welcome back, and I'm sure you've all been listening all the way through to the Pages"
00:28,760;00:38,660;"Dynasty podcast. This week is 2001 week nine with the Buffalo Bills coming to Foxboro"
00:38,660;00:43,860;"Stadium, not Gillette Stadium. Although the gratuitous shots of Gillette Stadium in the"
00:43,860;00:44,860;"background."
00:44,860;00:45,860;"CMGI."
00:45,860;00:51,820;"Yes, thank you. CMGI field as we've already talked about. What were they? They were the"
00:51,820;00:56,460;"S. Gives of the early 2000s, isn't that what we discovered? Something like that?"
00:56,460;00:57,460;"Yes, sir."
00:57,460;01:02,820;"Something like that. Yeah, so just for some context why we might sound a little dower"
01:02,820;01:10,420;"This week we are recording this the week after the ending of the 2019 Patriots season"
01:10,420;01:19,540;"Some would say that well a lot of media would say that I'm not ready to call it quite yet"
01:19,540;01:22,660;"Because they've been saying that for the past"
01:23,540;01:27,540;"Would you say ten years at the dynasty is ended it's over. I"
01:27,540;01:31,300;"Like that a a playoff appearance"
01:31,300;01:34,480;"After three Super Bowls is the end"
01:34,480;01:38,260;"Four season while battling through a"
01:38,260;01:41,300;"Platicoot of injuries"
01:41,300;01:46,220;"That's true he sold his house"
01:46,220;01:52,060;"Garera sold his two didn't he and he's a free agent he'll never"
01:52,060;01:54,300;"- It's pretty improved to Connecticut."
01:54,300;01:56,140;"- Belichick hates him."
01:56,140;01:58,060;"It's physically impossible for him to come back."
01:58,060;01:59,660;"I'm pretty sure. - Oh, fuck."
01:59,660;02:04,060;"- Yeah, but now, you know,"
02:04,060;02:05,620;"play devil's advocate here."
02:05,620;02:09,420;"Isn't it, it would be a little bit interesting to see Brady"
