Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:23,880;"I am not your mother."
00:23,880;00:27,120;"Welcome back to the Page of Dinesy podcast."
00:27,120;00:29,360;"- Manny Brown, I'm here today, my brothers,"
00:29,360;00:31,860;"both brothers, Steve Engreg, Steve, how you doing?"
00:31,860;00:34,520;"- Perrific."
00:34,520;00:35,520;"- Oh, God."
00:35,520;00:39,080;"- New dog dad, Steve Brown."
00:39,080;00:42,320;"- Yeah, but I said I was Perrific, Andy, not Barker-Rific."
00:42,320;00:47,480;"- Oh, we're gonna, one's punky on the other."
00:47,480;00:50,800;"- You got a woofer, a little baby woofer is part of family."
00:50,800;00:53,040;"He's a doggy gay, you know."
00:53,040;00:54,280;"- A little fur baby."
00:54,280;00:57,080;"- Do you have a bumper sticker where it's you?"
00:57,080;01:01,400;"your girlfriend and the dog now is stick figures? Wait, wait, Greg, you hate for a baby, don't"
01:01,400;01:07,800;"you? Of course. Oh, yeah, I'm definitely going to call the dog on my fur baby all. I expect"
01:07,800;01:13,800;"nothing less. In fact, while you were until now, because I hate you. While you were, but"
01:13,800;01:18,360;"while you were out of the room just now before we started recording me and Eddie were discussing"
01:18,360;01:23,160;"and we came to the agreement that it's very fitting that you got the runt of the litter"
01:23,160;01:26,160;"because you're the runt of mom and dad's litter."
01:26,160;01:28,760;"Yeah, I guess that's fair."
01:28,760;01:29,160;"I don't know."
01:29,160;01:31,960;"I don't use a smallest, but we were certainly the last."
01:31,960;01:35,160;"Well, just the dumbest and most uncouth."
01:35,160;01:38,160;"Yeah, I want to my dog to be like me, Greg."
01:38,160;01:39,440;"The runtiest."
01:39,440;01:39,960;"Yeah."
01:39,960;01:40,960;"Runtiest."
