Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,600;"to be funny, but really they're just being stupid."
00:15,600;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:19,680;"I am not your mother."
00:19,680;00:28,880;"Alright, welcome to the second inaugural episode of the Patriots Dinesy Podcast."
00:28,880;00:30,880;"I'm your host to Andrew Brown"
00:30,880;00:36,540;"With me today. We have Mike mellow all the way from Los Angeles, California"
00:36,540;00:39,820;"producer director screenwriter actor"
00:39,820;00:45,960;"Wow, thank you for that. Yeah, well, I got a pump of tires up a little bit. I"
00:45,960;00:48,920;"Appreciate that they're a little flat these days"
00:48,920;00:57,160;"Well, I'm sure your town will shine through in this as well. I think so. Yeah, I do too"
00:57,760;01:01,720;"Speaking of talent, we also have joining us today Steve Brown one of my"
01:01,720;01:03,880;"brothers"
01:03,880;01:05,880;"The one that will actually join us today"
01:05,880;01:10,360;"Hey, what's up? I think I'm Steve a marketing and golf expert Steve Brown"
01:10,360;01:13,520;"So that I'm sure that'll come in handy as we talk about neither of those things"
01:13,520;01:16,320;"mm-hmm and"
01:16,320;01:23,360;"Also with him. We have a special guest tonight. We have Jeff Carr Steve's friend who is a 49ers fan"
01:23,360;01:25,360;"So we won't hold that against him"
01:25,360;01:28,700;"Jimmy G Jimmy grapes, maybe"
01:28,700;01:33,600;"To be fair he's a 49ers fan when this season's going on even though I live in New Hampshire"
01:33,600;01:42,840;"Yeah, well, I think growing up a lot of us were 49ers fans as well as Patriots fans perhaps"
01:42,840;01:47,240;"Because it was tough being a Patriots fan"
01:47,240;01:51,120;"Back in the late 80s early 90s"
01:52,240;01:58,240;"Well, yeah, that's why I watched the season 2000 recap video instead of all the games. Exactly. Yes, let's start there"
01:58,240;02:03,400;"There was some debate when we started this about when the actual dynasty started"
