Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,800;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,800;00:08,240;"you have the choice not to."
00:08,240;00:12,680;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,680;00:16,000;"to be funny, but really they're just being stupid."
00:16,000;00:17,240;"You still want to listen?"
00:17,240;00:18,240;"Go right ahead."
00:18,240;00:20,840;"I am not your mother."
00:20,840;00:29,080;"Welcome to week 15 episode 15 of the Patriots Dynasty podcast."
00:29,080;00:33,440;"Going back and we're still in the 2001 season getting towards the end of the regular season,"
00:33,440;00:34,440;"boys."
00:34,440;00:35,440;"How you feeling?"
00:35,440;00:36,440;"Good."
00:36,440;00:37,440;"It's been a marathon."
00:37,440;00:38,440;"Yeah."
00:38,440;00:39,440;"You see you still with me so far?"
00:39,440;00:40,440;"Well, every so often, sure."
00:40,440;00:42,440;"Yeah, that's true."
00:42,440;00:45,120;"Mike, Mike Morissant has been here pretty much every week."
00:45,120;00:46,120;"Yeah."
00:46,120;00:49,320;"I don't think being Greg of both been on one for like five weeks."
00:49,320;00:55,520;"I think you're right. Yeah, it has been a while. No, we had a couple weeks ago, didn't we? Ah, fucking. I don't know."
00:55,520;01:00,720;"Just trying to hold down the fort here. Yeah. Yeah. What will we do without you, Mike?"
01:00,720;01:07,800;"I mean, you've done it a couple of times already, so yeah, I think you'll be just fine."
01:07,800;01:15,040;"You have to resort to be called there. Oh, Jesus. A lot of me are you saying that?"
01:15,040;01:21,920;"That's true. Now you've gone and done it. Yeah. Stevie hates you already. So that's"
01:21,920;01:27,920;"fine. I'm gonna keep poking that bear. I don't know. It's like one of my favorite"
01:27,920;01:34,520;"pastimes is poking bears. Should he try to maybe butter you up a little bit? Oh, that"
01:34,520;01:42,680;"might work. Battering. Battering. Alright. Yeah. I mean, Steve does have a history of"
01:42,680;01:50,880;"like his pastime being angering people for fun and theoretically profit but"
01:50,880;01:54,640;"only actually make any money off of it to you well unless Connor was paying like"
01:54,640;02:02,480;"ten thousand dollars for the spot. Oh wow. You know the offer is there. Yeah."
02:02,480;02:07,240;"We'll have to see what his response is. I'm also interested."
02:07,240;02:11,160;"All right well that's that's quite a start. In fact if you want to pay any"
02:11,160;02:12,600;"It was $10,000."
02:12,600;02:17,160;"Any one of you out there can have a spot on this podcast."
02:17,160;02:19,440;"We're not too proud."
02:19,440;02:22,240;"I'll give it up for an episode for sure."
