Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,640;"I am not your mother."
00:18,640;00:27,000;"Welcome back to the Patriots Dynasty podcast."
00:27,000;00:29,240;"I am your host Gregory Brown."
00:29,240;00:32,800;"And with me today,"
00:32,800;00:35,680;"I have the two grunts of the podcast,"
00:35,680;00:38,120;"Andy Brown."
00:38,120;00:39,280;"How you doing, bud?"
00:39,280;00:41,800;"- Doing well, how are you, Greg?"
00:41,800;00:42,880;"I'm doing great."
00:42,880;00:44,760;"It feels good to be in charge."
00:44,760;00:46,640;"- Yeah."
00:46,640;00:48,000;"- Yeah, I know."
00:48,000;00:52,000;"Do I get a mute button to shut people up?"
00:52,000;00:54,160;"- Yeah, you're running the show, Greg."
00:54,160;00:55,640;"It's Freaky Friday episode."
00:55,640;00:56,640;"[laughter]"
00:56,640;00:57,940;"-Freaky Friday."
00:57,940;01:02,240;"So today, Andy missed a busy."
01:02,240;01:04,040;"Did not watch the game."
01:04,040;01:05,540;"-This is correct."
01:05,540;01:06,440;"-Meanwall."
01:06,440;01:07,440;"-Hey, hey, hey."
01:07,440;01:08,940;"-I watched the highlights."
01:08,940;01:10,440;"-We'll see."
01:10,440;01:12,840;"[laughter]"
01:12,840;01:17,740;"-Meanwall, I watched all 60 minutes of this football game."
01:17,740;01:18,840;"-God damn."
01:18,840;01:20,340;"-This is a first."
01:20,340;01:21,340;"-Mm-hmm."
01:21,340;01:22,140;"-No."
01:22,140;01:24,340;"This is a first regular season game maybe."
01:24,340;01:28,340;"No, that I have not watched in Grigmas."
01:28,340;01:30,340;"Yes, that's for sure."
01:30,340;01:32,340;"Easily."
01:32,340;01:34,340;"How the tides have changed."
01:34,340;01:37,340;"Indeed. Yeah."
