Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,800;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,800;00:08,240;"you have the choice not to."
00:08,240;00:12,680;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,680;00:16,000;"to be funny, but really they're just being stupid."
00:16,000;00:17,240;"You still want to listen?"
00:17,240;00:18,240;"Go right ahead."
00:18,240;00:23,200;"I am not your mother."
00:23,200;00:25,200;"You're welcome."
00:25,200;00:28,280;"Episode 11 of the pages dies the podcast"
00:28,280;00:33,000;"We're gonna start this before Michael and I come to Fisticuffs"
00:33,000;00:40,080;"You guys are wondering we're discussing the intro music as if nothing else could be talked about right now"
00:40,080;00:43,600;"so well, I think because we haven't addressed this yet and"
00:43,600;00:49,280;"Because we've actually just figured it out on our end, but it'll have been in every episode since"
00:49,280;00:53,360;"So we should probably take the time to thank mama Brown for her"
00:54,240;00:56,100;"disclaimer at the beginning of all of these."
00:56,100;00:57,320;"- Momma Brown, woo!"
00:57,320;00:58,160;"- Yeah."
00:58,160;01:03,880;"In full transparency, she was not the first choice."
01:03,880;01:08,880;"We did try to get a cameo from their website"
01:08,880;01:10,840;"of Jonas Gray to do it for us,"
01:10,840;01:14,840;"but he doesn't know how to use the cameo website"
01:14,840;01:17,200;"or he just decided not to, didn't tell us."
01:17,200;01:19,560;"So we tried a couple times, didn't get him."
01:19,560;01:24,000;"A mama Brown, it felt right to have her apologize for us"
01:24,000;01:25,920;"before you even started listening to this."
01:25,920;01:28,160;"So thanks to her."
01:28,160;01:29,000;"- Thanks for all."
01:29,000;01:32,960;"- So as you can tell, we have both Mike and Steve here."
01:32,960;01:36,320;"No Greg this week because he is heading to Miami"
01:36,320;01:37,260;"for the Super Bowl."
01:37,260;01:41,480;"That was some poor, poor planning, I suppose,"
01:41,480;01:43,960;"on his part buying it."
01:43,960;01:48,080;"Although I understand why you would buy tickets"
01:48,080;01:50,400;"to wherever the Super Bowl is every year,"
01:51,280;01:55,400;"just because the last time the pages weren't in it was"
01:55,400;01:57,360;"four years ago, is that right?"
01:57,360;02:00,280;"- I think so."
02:00,280;02:04,520;"- I'm terrible with time, so we're gonna go with that."
02:04,520;02:06,440;"- But to be clear, even if they weren't in the Super Bowl,"
02:06,440;02:08,580;"he did not have tickets to the game."
02:08,580;02:10,480;"- No, no, I just go to Miami."
02:10,480;02:11,840;"- Just say, even if I didn't go to the game,"
