Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,920;"to be funny, but really they're just being stupid."
00:15,920;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:20,240;"I am not your mother."
00:20,240;00:30,040;"This is episode four, I suppose, of the Patriots Dynasty podcast."
00:30,040;00:35,400;"Today we're doing the 2001 season, week four, against the Miami Dolphins."
00:35,400;00:38,320;"We have a pared-down crew today."
00:38,320;00:41,480;"It's myself and Mr. Mellow."
00:41,480;00:45,520;"The brothers are off gallivanting somewhere."
00:45,520;00:47,520;"I was thinking gallivanting."
00:47,520;00:48,520;"Yeah."
00:48,520;00:49,680;"I mean, it's Greg's birthday."
00:49,680;00:52,120;"So him, I'll give a pass."
00:52,120;00:56,240;"Steve is probably on a plane somewhere for work."
00:56,240;00:58,840;"Not that he really works because he golfs."
00:58,840;01:03,880;"So yeah, that's just, just to you and me, Mike."
01:03,880;01:05,480;"- That's right."
01:05,480;01:08,760;"Greg didn't respond to my birthday wish."
01:08,760;01:11,160;"- I called him right before this."
01:11,160;01:14,600;"And he's hanging out with the residents,"
01:14,600;01:15,440;"with Danny and Maral."
01:15,440;01:16,520;"- Oh, nice."
01:16,520;01:17,680;"Love that guy."
01:17,680;01:22,780;"Yes, he's Danny flew down for a bro week, I think they called it."
01:22,780;01:23,860;"Oh, no."
01:23,860;01:24,640;"Yeah."
01:24,640;01:26,060;"Exactly."
01:26,060;01:30,580;"I thought it was a nice birthday wish."
01:30,580;01:31,340;"Did you enjoy it?"
01:31,340;01:34,020;"No, no, I didn't."
01:34,020;01:34,740;"Oh, okay."
01:34,740;01:37,540;"There's something to the effect of a happy birthday."
01:37,540;01:40,420;"Congratulations to your parents on, uh,"
01:40,420;01:41,940;"phoning fluids."
01:41,940;01:42,620;"I believe."
01:42,620;01:43,620;"I believe."
