Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,800;"I am not your mother."
00:18,800;00:28,120;"Welcome back to the Page of St"
00:28,120;00:32,120;"We've done 01, 02, and 03 all the way through."
00:32,120;00:35,220;"And we are now doing 2004."
00:35,220;00:38,720;"And to celebrate, we decided to bring,"
00:38,720;00:41,080;"well, I decided to bring both the brothers back."
00:41,080;00:43,440;"Steve Brown, middle brother, how's it going?"
00:43,440;00:46,280;"- Andy, I appreciate you paying me to do this,"
00:46,280;00:50,720;"2014, that money hit my bank account, so let's go."
00:50,720;00:53,400;"- Yeah, I'm glad you didn't cost more."
00:53,400;00:56,240;"'Cause I don't think I can afford it."
00:56,240;01:00,200;"And also Greg Brown, baby, but I was like, oh, Greg, I didn't get a paycheck."
01:00,200;01:02,200;"You know, it was all this."
01:02,200;01:02,840;"Yeah."
01:02,840;01:05,880;"You pay some hugs and love Greg."
01:05,880;01:08,000;"I pay Stephen dog treats for his new dogs."
01:08,000;01:08,520;"Don't worry about it."
01:08,520;01:09,040;"There you go."
01:09,040;01:14,560;"Um, but to really celebrate, we thought, um, we would actually get somebody"
01:14,560;01:16,840;"who knows what they're talking about on the podcast."
01:16,840;01:24,040;"And so this episode we have on, uh, I don't know if infamous is the right word."
01:24,400;01:26,800;"Give me a good descriptor voice."
01:26,800;01:28,320;"Ah, the boy's gonna use this."
01:28,320;01:29,320;"All right, cool."
01:29,320;01:33,320;"The more famous than us,"
01:33,320;01:34,160;"Patience Writer."
01:34,160;01:34,980;"- This is the worst descriptor of all."
01:34,980;01:36,960;"Everybody's never famous than us."
01:36,960;01:38,480;"Only mom listens to this."
01:38,480;01:42,080;"- Patience writer, Jeff Howe from The Athletic."
