Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,780;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,780;00:08,220;"you have the choice not to."
00:08,220;00:12,500;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,500;00:13,940;"they're just being stupid."
00:13,940;00:15,500;"You still want to listen?"
00:15,500;00:16,500;"Go right ahead."
00:16,500;00:18,500;"I am not your mother."
00:18,500;00:19,500;"Alright."
00:19,500;00:28,340;"I'll be a fucking sign, clap guy."
00:28,340;00:33,340;"action. Welcome back to the"
00:33,340;00:39,340;"Bagers of Diodity podcast. Still struggling through the 2002 season."
00:39,340;00:42,340;"We're at week 13 flourishing."
00:42,340;00:49,340;"Lourishing. That's right, Greg. I agree. This, I don't know. This is the most losses that we're ever going to have to deal with in a season."
00:49,340;00:53,340;"Oh, I meant our performance. Oh, I'm talking about watching these football games."
00:53,340;00:54,820;"Well, Greg doesn't watch."
00:54,820;00:58,740;"I meant showing up on time to these my cats according."
00:58,740;01:02,620;"You weren't here last week."
01:02,620;01:05,100;"I know. And I've been here a lot of other weeks."
01:05,100;01:05,980;"I only missed one."
01:05,980;01:07,660;"So that's pretty good."
01:07,660;01:09,740;"Yeah, that is flourishing for Greg, for sure."
01:09,740;01:16,340;"Speaking of not showing up, this week is the Detroit lions on Thanksgiving day."
01:16,340;01:19,740;"Happy Thanksgiving, guys. Happy Thanksgiving."
01:20,300;01:22,260;"So I will start off with the bad news."
01:22,260;01:24,180;"I've already shared this with my brothers."
01:24,180;01:28,200;"Um, I did go to my local Walgreens that"
01:28,200;01:29,580;"Stephen and I talked about last week."
01:29,580;01:32,260;"They did not have the turkey dinner candy corn."
01:32,260;01:36,380;"They had all the other flavors, but I mean, the autumn mix."
01:36,380;01:37,580;"It just didn't feel right."
01:37,580;01:39,700;"So they have autumn mix out already."
01:39,700;01:43,740;"Autumn mixes out pumpkins by themselves is out and regular candy corn."
01:43,740;01:44,580;"Right."
01:44,580;01:46,700;"Well, you are wearing a hoodie in August."
01:46,700;01:48,460;"So I mean, it's autumn."
01:48,940;01:53,180;"I am. It is currently 59 degrees."
01:53,180;02:00,700;"And Andy's going with the man that shows up to game after going to work with hoodie"
02:00,700;02:05,140;"underneath Jersey. Look, I got my work boots on too."
02:05,140;02:11,140;"Next thing he's going to do is just show up with like a collard shirt and a tie"
02:11,140;02:12,340;"with a jersey over it."
02:12,340;02:15,180;"Those dweeb that Celtics games."
02:16,780;02:20,740;"What's a bigger heart of move though that or just no undershirt basketball jersey?"
