Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,600;"to be funny, but really they're just being stupid."
00:15,600;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:19,160;"I am not your mother."
00:19,160;00:26,640;"Alright, should we just jump right in, shall we boys?"
00:26,640;00:27,640;"Alright."
00:27,640;00:30,640;"It's on too excited Jesus."
00:30,640;00:38,640;"Hi, welcome to the Page of Dinesy podcast in person Page of Dinesy podcast this week."
00:38,640;00:40,640;"Yeah."
00:40,640;00:45,640;"We are here in New Hampshire and the sticks of New Hampshire."
00:45,640;00:49,640;"This probably won't be aired at Christmas, but it is Christmas for us."
00:49,640;00:53,640;"So we are all together in the same room for the first time in."
00:53,640;00:58,120;"Fucking years I would think and I gotta say this really drives home on the point that"
00:58,120;01:03,560;"We're all people for radio. You know looking at how ugly you guys"
01:03,560;01:08,120;"I don't know I've missed mr. Mel has a face for"
01:08,120;01:17,220;"It's not like a man and bonnets like a man"
01:17,220;01:22,380;"Pony I was thinking of putting it up like I didn't know"
01:22,920;01:26,600;"I didn't know what the family was gonna say. I didn't know what your parents would have you know"
01:26,600;01:32,800;"I wanted to be respected you came with the last family I look got it. Oh, so you can turn that into a froke you want"
01:32,800;01:35,960;"Yes, I I"
01:35,960;01:40,600;"Hate to admit it, but it was recently straight"
01:40,600;01:47,040;"At least I don't support the Rams"
01:51,360;01:52,360;"the play-off."
01:52,360;01:53,360;"Exactly, right?"
01:53,360;01:54,840;"The Super Bowl hangover."
01:54,840;01:56,840;"Yeah."
01:56,840;02:00,720;"And I, this is another new Patriots, but I heard it today."
02:00,720;02:06,160;"It was a stat that I heard that I've already told Steven, but I needed to share with as"
02:06,160;02:07,920;"many people as possible."
02:07,920;02:18,260;"So I heard a stat today for James Winston and the games where he has thrown a, his record"
