Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,800;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,800;00:08,240;"you have the choice not to."
00:08,240;00:12,680;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,680;00:16,000;"to be funny, but really they're just being stupid."
00:16,000;00:17,240;"You still want to listen?"
00:17,240;00:18,240;"Go right ahead."
00:18,240;00:24,640;"I am not your mother."
00:24,640;00:31,120;"Welcome back to the Patriots Dinesy podcast in 2001, week six, moving along."
00:31,120;00:32,120;"- Daddies!"
00:32,120;00:37,760;"- With us today, we changing up a bit."
00:37,760;00:43,360;"We don't have Mike today, but we do have the Brown brothers, Greg and Steve."
00:43,360;00:45,240;"And also you may have heard Kelly."
00:45,240;00:46,240;"- Congratulations."
00:46,240;00:47,240;"- My flag."
00:47,240;00:52,320;"- How are you guys doing?"
00:52,320;00:53,160;"I'm doing great."
00:53,160;00:55,440;"I was asking Kelly."
00:55,440;00:56,600;"Wonderful."
00:56,600;00:57,160;"Thank you."
00:57,160;00:58,000;"Good."
00:58,000;00:59,360;"Steve, how are you?"
00:59,360;01:01,480;"Fantastic."
01:01,480;01:02,400;"Yeah."
01:02,400;01:04,440;"You sound fantastic."
01:04,440;01:10,320;"Especially with that heavy breathing."
01:10,320;01:11,280;"Thanks for that."
01:11,280;01:12,720;"I love it."
01:12,720;01:13,200;"Yeah."
01:13,200;01:15,920;"This is quality radio."
01:15,920;01:17,280;"I can't wait to edit all this out."
01:17,280;01:18,440;"It's going to be fantastic."
01:18,440;01:18,920;"Anything."
01:18,920;01:19,440;"Go on."
01:22,240;01:26,680;"We need a lot easier women to just me and Mike."
01:26,680;01:27,840;"I'm not going to lie."
01:27,840;01:30,920;"Wait, when did you just, when did you do just life?"
01:30,920;01:32,440;"The last two weeks."
01:32,440;01:35,360;"Yeah, we've still been going."
01:35,360;01:36,400;"This has still been happening."
01:36,400;01:38,640;"I go though."
01:38,640;01:40,480;"It went really well."
01:40,480;01:45,120;"Um, it's actually probably a good idea that we catch up a bit actually,"
01:45,120;01:49,040;"because our listeners may need some of that as well now that we're kind of"
01:49,040;01:49,960;"getting through the season."
01:49,960;01:54,960;"So last time we had you guys on was the first Colts game, right?"
01:54,960;01:56,320;"Yeah."
01:56,320;02:02,320;"Brady's first start when they surprisingly blew out the Colts,"
02:02,320;02:04,560;"but Brady really didn't do much."
