Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,640;"I am not your mother."
00:18,640;00:27,360;"All right, welcome back to the Patreons Dynasty podcast."
00:27,360;00:36,640;"2003 season, we're making our way through Steve Brown. We are week 11 of 17. So what's that percentage wise?"
00:36,640;00:40,880;"Half. 11/17, so I don't think so."
00:40,880;00:48,880;"Half-ish, we're half-ish way through the 2003 season."
00:48,880;00:54,560;"Pays have just come off their bi-week and are facing at home the Dallas Cowboys."
00:56,800;00:58,240;"Why is that significant, Steven?"
00:58,240;01:04,920;"So I have been reading which I know shocking."
01:04,920;01:07,400;"I was wondering why you you had a pain to face."
01:07,400;01:08,200;"Yeah."
01:08,200;01:08,680;"Joining us."
01:08,680;01:12,600;"I, uh, I had a buddy give me that Patriots dynasty book."
01:12,600;01:13,360;"Oh, yeah."
01:13,360;01:14,680;"This one."
01:14,680;01:15,640;"You mentioned it."
01:15,640;01:16,120;"Yeah."
01:16,120;01:16,480;"Yeah."
01:16,480;01:18,640;"This is named Jeff something."
01:18,640;01:21,280;"Jeff Benedict highly recommended."
01:21,280;01:22,240;"Good book."
01:22,240;01:26,200;"I never like it, but apparently he wrote a Tiger Woods book."
01:26,480;01:27,320;"No, okay."
01:27,320;01:33,960;"Yeah, for never hearing the guy, he clearly got a ton of access."
01:33,960;01:35,320;"Yeah. Yeah."
01:35,320;01:40,080;"I'm not only like, I don't know, a quarter away through it, but it does detail goes"
01:40,080;01:45,000;"real deep. And I learned a ton of stuff about RKK getting the team and all that"
01:45,000;01:50,960;"shit and the rift with build Parcels and how and like how that all went down."
01:50,960;01:51,560;"Yes."
01:51,560;01:56,040;"So I'm glad I read that before I watch this game. Otherwise, I've been like, Oh, yeah,"
