Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:19,240;"I am not your mother."
00:19,240;00:27,720;"Welcome back to Peter's Dansy Firecasts."
00:27,720;00:35,360;"I'm your host, Danny Brown with me today's middle brother who gets no respect Steve Brown. Steve. Are you feeling respected today?"
00:35,360;00:38,800;"Yeah, you know have I respected you enough?"
00:38,800;00:41,520;"You have I mean you carved out"
00:41,520;00:48,600;"15 minutes of your time tonight to come and talk to me. So that just shows how much you respect me. I do respect you"
00:48,600;00:50,600;"I'm glad you're feeling respected today"
00:50,600;00:54,640;"There wasn't much respect in the game we're gonna cover"
00:55,440;00:57,440;"This this evening"
00:57,440;00:59,540;"evening in"
00:59,540;01:01,540;"January in New England nice and cold"
01:01,540;01:05,960;"But we're traveling back in time to November 23rd"
01:05,960;01:11,160;"2003 the Patriots are any Houston, Texas at Reliant Stadium"
01:11,160;01:14,320;"pretty brand-new and"
01:14,320;01:21,000;"This would be where the Super Bowl is being held this year. So getting a bit of a sneak preview spoiler alert"
01:22,520;01:28,360;"But the commentators in this game could not stop gushing about this. I think they said something about how"
01:28,360;01:33,920;"This was the largest like non playoff crowd to watch a football game"
01:33,920;01:41,500;"Yeah, not super bowl crowd. That's what yeah, and they tendence apparently according to a pro football reference was 70,719"
01:41,500;01:48,980;"Yeah, I mean it's not like college football big. We'll say it's like a hundred thousand, but that's I mean"
01:49,640;01:52,520;"I wonder where that ranks nowadays. I don't care"
01:52,520;01:56,920;"I actually don't wonder"
01:56,920;02:05,500;"Granks on here today baby brother Greg Brown not here again. He's a bit with work or something like adult bullshit like that"
02:05,500;02:13,960;"But unlike the adults that we are who are also busy with work and still doing shit. He's decided he can't join us"
