Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,200;"I am not your mother."
00:18,200;00:29,160;"Alright, welcome back to the Page of St"
00:29,160;00:33,920;"one of the games I just had no memory of and rewatching it. You can kind of see why"
00:33,920;00:37,000;"But"
00:37,000;00:39,000;"We have with me today"
00:39,000;00:42,120;"Steve Brown the best brother maybe"
00:42,120;00:47,600;"In podcast terms. Yes. Yes. Yes brother Greg Brown is"
00:47,600;00:51,240;"Baby sitting"
00:51,240;00:53,840;"Repeat guest"
00:56,240;00:57,880;"- In Anthony's desk, Connor."
00:57,880;00:59,280;"- Yeah, what does it call him, Connor?"
00:59,280;01:02,800;"Yeah, so he's babysitting, so he can't be here for this."
01:02,800;01:06,280;"But Steve, you have brought a friend along"
01:06,280;01:07,120;"to have him introduce-- - Yeah, keep trying"
01:07,120;01:08,440;"to be friends from other teams,"
01:08,440;01:10,780;"so we have our buddy Jared joining us"
01:10,780;01:12,480;"because of big Arizona Cardinals fan."
01:12,480;01:14,880;"- So he's-- - He's huge and proud."
01:14,880;01:17,920;"- Yeah, he is the big Arizona Cardinals fan."
01:17,920;01:18,920;"- The only one I know."
01:18,920;01:20,760;"- Shocking."
01:20,760;01:24,200;"- Well, Jared, thanks for joining us."
01:24,200;01:29,440;"Yeah, it's a pleasure to kind of step outside of, you know, you know, your comfort zone"
01:29,440;01:31,680;"and join another team's podcast."
01:31,680;01:33,000;"This will be a first for me."
01:33,000;01:37,960;"So excited to get into the weeds with you and explain to Pat's nation that we're not the"
01:37,960;01:40,880;"biggest joke of a franchise that everyone thinks we are."
01:40,880;01:42,760;"Well, we're in the same division as the bill."
01:42,760;01:44,520;"So we were on your side."
01:44,520;01:45,520;"Yeah."
