Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,840;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,840;00:08,280;"you have the choice not to."
00:08,280;00:12,480;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,480;00:14,320;"they're just being stupid."
00:14,320;00:15,560;"You still want to listen?"
00:15,560;00:16,560;"Go right ahead."
00:16,560;00:25,040;"I am not your mother."
00:25,040;00:26,040;"Welcome back, everybody."
00:26,040;00:32,260;"So the page is Dinesy podcast like to extend a especially warm welcome to my brother Steven"
00:32,260;00:34,260;"Who decided to join us this week?"
00:34,260;00:37,960;"Hey, Andy because he decided to fuck off to"
00:37,960;00:40,180;"vacation somewhere"
00:40,180;00:42,180;"Where do you think Greg does on vacation?"
00:42,180;00:45,540;"Fat shitload of nothing"
00:45,540;00:47,540;"He hates doing nothing though"
00:47,540;00:52,120;"He's probably sitting there right now being like, you know shit. I should have gone on the podcast"
00:52,120;00:54,700;"I sure brought my my convocation with me"
00:55,180;00:59,640;"But he did break because he's still up north and last week we recorded"
00:59,640;01:04,600;"The episode yeah when when he and I were together so we have it"
01:04,600;01:10,020;"That sounds about right for Greg taking like five weeks off. Yeah, exactly"
01:10,020;01:13,220;"Including from the podcast. Yep"
01:13,220;01:15,260;"so"
01:15,260;01:16,820;"speaking of"
01:16,820;01:19,020;"Taking time off this week is"
01:20,220;01:25,940;"No, not the bye week. I didn't really work. No, I was trying to figure out how to integrate that. I don't know so you could have be an"
01:25,940;01:28,220;"vacation. I think"
01:28,220;01:30,420;"Dante call pepper where she was"
01:30,420;01:37,820;"Like not gonna still reach now. Not your not your best apparently I'm still on vacation to you. How about that?"
01:37,820;01:47,100;"Yeah, so this is as I've alluded to badly a few times the Viking is coming to town 2002 week 12"
01:47,100;01:50,060;"week Tom Brady"
01:50,060;01:56,380;"I feel like we never play the Vikings. This is one of the teams that you just don't see."
01:56,380;02:00,220;"It's yeah, it's true. I was thinking that when I was watching, like, how many games"
02:00,220;02:04,700;"could there possibly be against the Vikings? Can't even think of another Vikings game."
02:04,700;02:11,700;"I can think of one. Oh, not this. I think this is before the Tom Brady era, the one"
02:11,700;02:15,300;"I'm thinking of where the Vikings had the best run defense. The Patriots came out"
02:15,300;02:16,300;"Let's look at it."
02:16,300;02:17,900;"I don't know."
02:17,900;02:19,300;"So I got nothing."
02:19,300;02:20,540;"Let's see."
02:20,540;02:22,620;"Um, Minnesota Vikings."
02:22,620;02:25,380;"Let's go to the Patriots dynasty info."
02:25,380;02:25,580;"Yeah."
02:25,580;02:27,140;"Pages that I've ever."
02:27,140;02:29,700;"Slash search slash games."
02:29,700;02:32,100;"Patriots have played the Vikings."
02:32,100;02:34,100;"Six times."
02:34,100;02:34,740;"What?"
02:34,740;02:36,780;"Including 2000."
02:36,780;02:38,980;"So the year before we started doing this."
02:38,980;02:40,380;"They played them."
02:40,380;02:44,340;"And then this year no two and then you're every four years."
02:44,340;02:44,900;"So that makes sense."
02:44,900;02:50,420;"So six or 10, 2010, 2010 to any 14, 2018."
02:50,420;02:53,420;"Oh, I remember 2018, not this past season, the season before."
02:53,420;02:54,940;"Yeah, I don't remember this at all."
02:54,940;02:56,580;"I remember games have been closed."
02:56,580;02:57,900;"You remember Kirk cousins?"
02:57,900;02:58,500;"Nope."
02:58,500;03:01,300;"I mean, I remember when he was in the Redskins."
03:01,300;03:02,140;"Yeah, no, I remember."
03:02,140;03:05,100;"I don't remember the game because the Patriots"
03:05,100;03:06,700;"unleashed their--"
03:06,700;03:09,980;"There's so many names for it, like the Amoeba defense,"
03:09,980;03:12,140;"where nobody lines up like with their hand down"
03:12,140;03:13,540;"on the ground."
03:13,540;03:16,340;"and they were just kind of milling around so the and the offense can't figure out"
03:16,340;03:18,220;"who's rushing"
03:18,220;03:21,300;"and they did it against Kirk Cousins and he had no answer for it because that was"
03:21,300;03:22,540;"the year I think Adam"
03:22,540;03:26,540;"Thelen was like leading the league and touchdown receptions and he had like"
03:26,540;03:30,340;"one catch in that game or something ridiculous you know typical Patriots game"
03:30,340;03:33,540;"like I'm not debating that they played it I just don't remember this at all"
03:33,540;03:36,780;"I don't remember any other Vikings game I don't even remember this one"
03:36,780;03:38,780;"no I don't remember this one at all"
03:38,780;03:40,700;"and those big names in this too"
03:40,700;03:42,340;"What was, what's your Lombardi score?"
03:42,340;03:45,620;"Yeah, three, maybe."
03:45,620;03:48,420;"Yeah, I'm on a three, two and three quarters."
03:48,420;03:51,740;"I don't even know if it's quite a three, because the first half is great."
03:51,740;03:55,340;"First half is where the Patriots scored all the points and the second half is"
03:55,340;03:57,500;"where the Vikings tried to do that."
03:57,500;03:59,980;"I mean, the first three drives where they scored them all."
03:59,980;04:05,340;"But yeah, I mean, if you watch, yeah, like the second quarter, mainly."
04:05,340;04:06,820;"That was exciting."
04:06,820;04:10,580;"But, uh, yeah."
04:10,620;04:12,020;"Let's talk about the score."
04:12,020;04:15,140;"They scored it and Patre's 24 Viking 17."
04:15,140;04:16,780;"The Patre's win this one."
04:16,780;04:19,460;"Improved to six and five."
04:19,460;04:22,420;"And the Vikings would drop to, I think it was three and eight"
04:22,420;04:23,500;"on the season."
04:23,500;04:25,460;"Yeah."
04:25,460;04:28,140;"Which for a team-- let's talk about these Vikings."
04:28,140;04:32,140;"There were some big names on this team for them to be three"
04:32,140;04:32,860;"and eight."
04:32,860;04:36,100;"I only got one big name, Randy Moss."
04:36,100;04:37,780;"Michael Bennett."
04:37,780;04:38,980;"I don't remember the state at all."
04:38,980;04:40,900;"I had no idea who this dude was."
04:40,900;04:43,140;"- Really, I remember him, 'cause he was..."
04:43,140;04:44,140;"- They said he was leading the league"
04:44,140;04:46,020;"and rushing at this point, and I don't know."
04:46,020;04:47,380;"- Right, who?"
04:47,380;04:49,280;"- Yeah, see how it'll see Hawkes guy?"
04:49,280;04:51,660;"- No, right, yeah."
04:51,660;04:53,340;"I didn't even put that together, Jesus."
04:53,340;04:54,780;"- That's also what I was like, first thought."
04:54,780;04:57,580;"I was like, is he related to the Bennett brothers?"
04:57,580;05:00,740;"- He can't be."
05:00,740;05:01,580;"I don't know."
05:01,580;05:04,060;"- I don't know either."
05:04,060;05:04,980;"I'm gonna say no."
05:06,740;05:11,100;"And does their parents were that sick and twisted that they named two of their sons,"
05:11,100;05:13,820;"Michael, who and the other one, not Michael."
05:13,820;05:16,140;"So yeah, I don't think it was."
05:16,140;05:22,980;"But I mean, Dante, call pepper, rainy moss that connection alone is in like every"
05:22,980;05:27,300;"late nineties, early 2000s highlight real video you ever see, right?"
05:27,300;05:31,540;"Like rainy moss catching deep bombs from Dante, call pepper."
05:32,500;05:39,760;"Sure sure because I mean this Vikings team was this the same one that basically in"
05:39,760;05:43,020;"One of these year"
05:43,020;05:47,700;"98 all right. Well, it's a little further away. They went 15 and one"
05:47,700;05:53,460;"And then lost in the playoffs to I think you Michael Vick Falcon you think I'm an actor"
05:53,460;05:57,080;"This is before Michael Vick we just saw Mike Vick last week or last year"
