Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,860;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,860;00:11,040;"you have the choice not to. My sons sometimes say some naughty things when they're trying"
00:11,040;00:15,820;"to be funny, but really, they're just being stupid. You still want to listen? Go right"
00:15,820;00:17,820;"I am not your mother"
00:17,820;00:25,000;"Hi welcome welcome back to my pages"
00:25,000;00:28,780;"Dynasty football, you know, I can't do this with video on"
00:28,780;00:33,180;"We're gonna start this over"
00:33,180;00:35,700;"Welcome back to the pages dynasty podcast"
00:35,700;00:41,820;"2002 still trucking along in the good times 2002"
00:42,460;00:49,860;"Andy why do you think it's welcome back this could be the first episode they listen to we've been over this in earlier episodes if you're if you're just starting here I"
00:49,860;00:54,260;"Don't know what to tell you I mean if I was starting at one episode"
00:54,260;00:58,220;"It would be week three versus the Chiefs in 2002. I mean to be fair"
00:58,220;00:59,940;"This is a pretty good one-off game"
00:59,940;01:05,620;"So if you're here just for the one-off game and you remember this then congrats to you. I would"
01:05,620;01:08,900;"2001"
01:08,900;01:10,900;"What about our Spanish listeners"
01:10,900;01:19,260;"Well, I remember Steve has when he went to Mexico, he came back with some, was some Spanish stuff that you like."
01:19,260;01:24,460;"Yeah, well, everything I know about Spanish, I learned from dad anyways, we already covered that."
01:24,460;01:26,660;"We should do an episode in Spanish."
01:26,660;01:30,660;"No, we should."
01:30,660;01:33,860;"Fucking see, you're always the same."
01:33,860;01:40,460;"Well, I think German and you guys can do it in Spanish."
01:40,660;01:41,660;"Mm."
01:41,660;01:43,660;"Moy bien."
01:43,660;01:46,780;"El Partido was Moebueno."
01:46,780;01:51,020;"Those are the bases pulled from the baller."
01:51,020;01:53,180;"This game actually was pretty good."
01:53,180;01:54,660;"This game was amazing."
01:54,660;01:56,620;"The second half of this game was amazing."
01:56,620;01:58,140;"It was."
01:58,140;02:01,980;"It was a lot like I don't remember this game, but"
02:01,980;02:02,820;"stuff."
02:02,820;02:03,740;"It's worth a watch."
02:03,740;02:04,100;"Yeah."
02:04,100;02:05,580;"So here's something I wanted."
02:05,580;02:06,180;"I wanted to do."
02:06,180;02:08,060;"I figured we should start the game with"
02:08,060;02:09,940;"like a watchability score"
02:09,980;02:12,460;"Because some of these, we're going through all of them and some of these."
02:12,460;02:14,200;"Man, that's so great."
02:14,200;02:23,260;"And there's been some losses to the dolphins in Miami back in the one season that we definitely, that would probably be at the zero on the."
02:23,260;02:28,460;"I don't know what scale would we do through one out of six on parties."
02:28,460;02:32,500;"Oh, is that too much of a dick measuring contest?"
02:32,500;02:34,180;"Well, we haven't."
02:34,580;02:36,500;"I mean, we're going to win more than six on party."
