Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:19,440;"I am not your mother."
00:19,440;00:24,920;"Welcome back to the Pages Dynasty Podcast."
00:24,920;00:27,040;"I'm your host, Eni Brown."
00:27,040;00:33,520;"the podcast where we are going back and rewatching every single game. Yes, every single game of"
00:33,520;00:39,840;"the Patriots, starting to see star in 2001. And this week, we are wrapping up the 2004 regular season,"
00:39,840;00:49,760;"week 17 of the woeful at the time 49ers come to town. With me as always are my brothers,"
00:50,640;00:52,920;"Middle brother, Steve."
00:52,920;00:54,400;"How are you, Steven?"
00:54,400;00:55,880;"- I'm hanging in there."
00:55,880;00:57,920;"I like the throwing it back"
00:57,920;01:00,280;"and doing the recording in your car again, Andy."
01:00,280;01:01,120;"- I am, yes."
01:01,120;01:04,800;"I have been relegated to the vehicle."
01:04,800;01:06,120;"- Relegated here, exiled."
01:06,120;01:08,760;"- I mean, there's synonyms."
01:08,760;01:12,120;"Now that I have a tiny human Bogarding,"
01:12,120;01:14,600;"the other recording space that I was using,"
01:14,600;01:15,600;"which was my bedroom."
01:15,600;01:16,520;"- And our bo-guarding?"
01:16,520;01:19,120;"- Yeah, what's Bogarding mean?"
01:19,120;01:20,440;"- Hoarding, basically."
01:20,440;01:22,040;"after him, Humphrey Bogart."
01:22,040;01:23,880;"Yeah, I don't know why."
01:23,880;01:26,360;"I don't know who, I don't even know Humphrey Bogart is."
01:26,360;01:27,800;"No, I just know the term Bogarting."
01:27,800;01:29,400;"I mean, talking."
01:29,400;01:35,800;"It means selfishly appropriate or keep something, especially a lit marijuana cigarette."
01:35,800;01:41,480;"Yeah, it is big in the, in that world from what I heard."
01:41,480;01:43,000;"It says Andy."
