Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,600;"to be funny, but really they're just being stupid."
00:15,600;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:19,880;"I am not your mother."
00:19,880;00:24,320;"Welcome back to the Page of Sanity podcast."
00:24,320;00:26,880;"You've made it to week 13."
00:26,880;00:29,680;"Well we have, I'm not sure anybody's listening anymore."
00:29,680;00:33,380;"But we have a special guest with us today."
00:33,380;00:37,720;"But before we get to him, we have Mike and Greg on the show tonight."
00:37,720;00:40,680;"No, Steve, how are you boys doing?"
00:40,680;00:42,680;"I'm doing fantastic."
00:42,680;00:43,680;"I'm really darn well."
00:43,680;00:46,480;"I should have let one at a time."
00:46,480;00:47,480;"I knew better."
00:47,480;00:48,480;"Yeah."
00:48,480;00:49,480;"All right."
00:49,480;00:50,480;"Sure."
00:50,480;00:51,480;"Great."
00:51,480;00:59,560;"But also with us, we have Connor Ireland, who to me sounds like a name of"
00:59,560;01:03,540;"Conor McGregor in an off-licensed MMA game, but I assure you he is not"
01:03,540;01:06,240;"Connor how's it going bud"
01:06,240;01:13,720;"Going well, I think my name kind of sounds like someone who grew up as an Irish kid who was cheered for the Patriots for their entire life"
01:13,720;01:16,200;"back during the"
01:16,200;01:18,200;"Ben Coats"
01:18,200;01:20,880;"Drew blood so"
01:20,880;01:23,680;"Where those other guys there's other guys"
01:23,680;01:29,540;"I should huge fan huge fan"
01:29,540;01:34,540;"and I answer Greg back in those days."
01:34,540;01:36,620;"- I don't know if Greg remembers this"
01:36,620;01:38,780;"'cause he's just a wee one,"
01:38,780;01:42,540;"but the Boston Globe used to do a poster"
01:42,540;01:46,380;"of a specific player every Sunday."
01:46,380;01:48,180;"- Oh, that's right."
01:48,180;01:53,180;"- And no one had been more Ben Coates posters on their walls"
01:53,180;01:56,260;"than I did."
