Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,600;"to be funny, but really they're just being stupid."
00:15,600;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:19,680;"I am not your mother."
00:19,680;00:29,200;"Alright, welcome again to the Patriots Dinesie Podcast."
00:29,200;00:36,760;"with me are the three amigos Mr. Mellow Mike how you doing? Pretty darn good I"
00:36,760;00:40,360;"would say. I'm glad to hear it. It sounds like you're recording from the beach so I"
00:40,360;00:48,400;"love that. Oh man it's the the concrete beach of Los Angeles. Oh baby. Yes. Great"
00:48,400;00:52,760;"you're you're not on fire at the moment are you? No everyone's actually that noise"
00:52,760;00:57,080;"you're hearing is people trying to leave the city but I decided to stay and do"
00:57,080;00:59,360;"this thing. So you're well."
00:59,360;01:01,320;"We appreciate your commitment. Thank you very much."
01:01,320;01:02,280;"And got it."
01:02,280;01:06,760;"And also, with us, we have Steve Brown."
01:06,760;01:11,480;"How's it going, Steve? Good. We'll miss you on future podcast, Mike."
01:11,480;01:14,320;"Thank you. And that means a lot."
01:14,320;01:26,000;"And we also with us in a very Halloween mood today have Greg Brown."
01:26,000;01:26,880;"How's it going, G?"
01:26,880;01:30,160;"Going great. Best day of the year."
01:30,160;01:32,360;"Yeah, is this your favorite holiday?"
01:32,360;01:34,760;"No, but I love Halloween."
01:34,760;01:36,960;"Alright, what is your favorite holiday?"
01:36,960;01:38,360;"Bookey today, boys."
01:38,360;01:42,920;"Oh, great."
01:42,920;01:47,080;"And I believe Greg is actually carving a pumpkin as we speak."
01:47,080;01:50,560;"So with a bowl full of candy sitting right next to me."
01:50,560;01:54,640;"Have you had any of you guys had any trick-or-treaters this year?"
01:54,640;02:02,960;"one. No, we had one. We had two. And they are the first ones we've ever had in the 12"
02:02,960;02:11,040;"years of living in our house. No kidding. Yeah. So I don't think they're very excited."
