Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,840;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,840;00:08,280;"you have the choice not to."
00:08,280;00:12,480;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,480;00:14,320;"they're just being stupid."
00:14,320;00:15,560;"You still want to listen?"
00:15,560;00:16,560;"Go right ahead."
00:16,560;00:17,560;"I am not your mother."
00:17,560;00:24,560;"the"
00:24,560;00:30,940;"you're supposed to go"
00:30,940;00:34,680;"i know i think i didn't mean fucking fond of your microphone now"
00:34,680;00:35,600;"me"
00:35,600;00:38,320;"i don't know who was making the noise"
00:38,320;00:43,240;"my microphone is fixed to my desk cuz i have a true podcast setup right for mike"
00:43,240;00:45,800;"- I mean, it's also finding you with their warm glow"
00:45,800;00:48,080;"of Tom Brady pictures."
00:48,080;00:48,920;"- All right."
00:48,920;00:51,080;"Welcome to the ""Pagers Dynasty"" podcast."
00:51,080;00:52,920;"And for those of you who've been listening all the way through,"
00:52,920;00:53,760;"welcome back."
00:53,760;00:57,920;"We're week five of the 2002 NFL season."
00:57,920;01:00,120;"The Patriots have traveled to Miami"
01:00,120;01:02,320;"to visit the three-in-one Dolphins."
01:02,320;01:03,960;"The Patriots also three-in-one,"
01:03,960;01:07,080;"but not for long for either of these teams."
01:08,480;01:14,400;"Let's talk about these fucking Miami fucking dolphins, shall we?"
01:14,400;01:15,400;"Well, wait."
01:15,400;01:17,880;"I want to acknowledge a mistake you made there."
01:17,880;01:21,640;"He said they're both three and one, but not for long."
01:21,640;01:22,560;"That's true."
01:22,560;01:26,000;"By the fact, though, that they're playing the game."
01:26,000;01:26,500;"Right."
01:26,500;01:28,600;"That's what I was meaning."
01:28,600;01:30,920;"Oh, they're both going to have a different record"
01:30,920;01:31,960;"at the end of this game."
01:31,960;01:34,240;"Yeah, I think it was podcast."
01:34,240;01:36,760;"We will find out what those records are."
01:36,760;01:37,280;"OK."
01:37,280;01:38,360;"All right."
01:38,360;01:42,760;"Oh, we can ruin it now and let you know that the new game on page would lose this game."
01:42,760;01:45,880;"They get doubled up by a score of 26 to 13."
01:45,880;01:50,680;"This is like the longest losing streak of our dynasty."
01:50,680;01:52,640;"So clearly they lost so far it is."
01:52,640;01:54,360;"We're to ruin that, Steve."
01:54,360;02:00,560;"What everyone knows this period is one of the pages lost in most games in a row."
02:00,560;02:01,920;"It's true."
02:01,920;02:04,400;"Have you learned how many games it is yet?"
02:04,400;02:08,320;"No, don't tell me how I want to be surprised when we win a game."
02:08,320;02:11,880;"I know that we're going to lose a bunch."
02:11,880;02:14,200;"But I don't know how many."
02:14,200;02:15,920;"I don't remember how long the street lasted."
02:15,920;02:18,080;"Do you have a do you have like a ballpark in your mind?"
02:18,080;02:19,560;"What you think it's going to be question?"
02:19,560;02:23,640;"But I think I'm are we ended up nine and seven, right?"
02:23,640;02:26,320;"I think yeah."
02:26,320;02:27,680;"Now we're eight, eight, right?"
02:27,680;02:28,760;"We were nine, seven, I think."
02:28,760;02:30,680;"I think so. Yeah."
02:30,680;02:32,440;"So I'm going to say five games."
02:32,440;02:34,600;"OK, let's see how that turns out."
02:34,600;02:36,160;"We're five."
02:36,160;02:41,160;"And let's do our Lombardi rating."
02:41,160;02:43,480;"- Oh, right, yeah."
02:43,480;02:47,120;"The watchability of this."
02:47,120;02:48,480;"- One of the parties."
02:48,480;02:50,920;"- Greg, how many Lombardi would you give this game?"
02:50,920;02:52,320;"(laughing)"
02:52,320;02:53,480;"- Well, the highlights."
02:53,480;02:57,360;"- They had the prime time highlights on YouTube."
02:57,360;02:58,840;"- So that's already won."
02:58,840;02:59,760;"- Yes."
02:59,760;03:00,960;"- By default."
03:00,960;03:02,600;"- And that's all I watch, so."
03:03,800;03:10,520;"I'm on the scale of like not on YouTube to prime time on YouTube."
03:10,520;03:12,800;"So I'll go."
03:12,800;03:14,520;"I'll give it a three, three Lombardis."
03:14,520;03:15,080;"All right."
03:15,080;03:15,560;"Fair enough."
03:15,560;03:18,600;"I watched this whole game and I give it negative one."
03:18,600;03:19,360;"Not Lombardi."
03:19,360;03:21,560;"Dude, you can't do that."
03:21,560;03:23,000;"I don't think we can do negative."
03:23,000;03:25,080;"So zero zero Lombardis."
03:25,080;03:26,760;"This game was atrocious."
03:26,760;03:31,160;"I would give it one Lombardi."
03:33,040;03:38,600;"Just because of the touchdown catches that happened for the Patriots in this game, they were pretty sick."
03:38,600;03:41,720;"Two good plays in the entire game."
03:41,720;03:43,120;"Yeah."
03:43,120;03:47,400;"And there was a stat where the Patriots had two scoring drives, right?"
03:47,400;03:52,160;"And two drives of five or more plays in the whole game."
03:52,160;03:53,840;"And those are the two scoring drives."
03:53,840;03:54,840;"First half."
03:54,840;03:57,080;"All right."
03:57,080;03:57,280;"All right."
03:57,280;03:58,000;"Pump the brakes."
03:58,000;04:01,600;"We haven't actually talked about these fucking Miami fucking dolphins yet."
04:01,640;04:04,160;"But if that's not a zero Lombardi game, I don't know what is."
04:04,160;04:07,520;"I can think of one off the top of my head."
04:07,520;04:10,640;"It wasn't entertaining, though."
04:10,640;04:12,920;"I was going to give a couple off the top of my head."
04:12,920;04:14,640;"He's watching here."
04:14,640;04:15,480;"Yeah."
04:15,480;04:16,840;"What are they, Andy?"
04:16,840;04:20,000;"The 0.7 Super Bowl."
04:20,000;04:20,840;"Is it a bomb?"
04:20,840;04:24,960;"Bardi's and then the loss to the Jets and the playoffs."
04:24,960;04:26,680;"That's close."
04:26,680;04:27,440;"I'm going to get to negative."
04:27,440;04:28,280;"Oh, yeah."
04:28,280;04:29,000;"I was at that game."
04:29,000;04:29,720;"It was brutal."
04:29,720;04:34,720;"Oh, seven, two bowls at least like close and you're on the edge of your seat all the time."
04:34,720;04:37,720;"Yeah, but it's just the way it ended, bud."
04:37,720;04:40,720;"That negates anything that happened beforehand for me."
04:40,720;04:42,720;"We'll get to that."
04:42,720;04:43,720;"Yeah."
04:43,720;04:47,720;"You should never get blown out, but they got a wolf in here."
04:47,720;04:49,720;"They lost by 13 points."
04:49,720;04:55,720;"That's not exactly a blowout, but it's actually less than they lost to Miami last year."
04:55,720;04:56,720;"I didn't watch that."
04:56,720;05:02,480;"30 to 10 right that was a me and Mike game and that was one where you said I think that was also a zero on party game"
05:02,480;05:06,400;"Yes, never watch that again. No, and that was in Miami as well, right?"
05:06,400;05:08,080;"Yeah"
05:08,080;05:11,620;"so let's actually touch on that real quick because I"
05:11,620;05:16,160;"Remember the page is not playing well in Miami. I"
05:16,160;05:21,680;"Didn't realize how bad it actually was"
05:21,680;05:24,360;"good"
05:24,360;05:26,560;"Like oh, I knew it was pretty well documented"
05:26,560;05:34,640;"Yeah, they mustn't know but I feel like the the the edges have kind of been taken off of that in the in the dynasty era"
05:34,640;05:36,680;"have they"
05:36,680;05:43,520;"To a certain extent. I mean it's still a hard place to play but it's it wasn't the nightmare that I think you"
05:43,520;05:46,680;"Are underestimating it used to be?"
05:48,600;05:53,060;"Because the Patriots it's since since Bell check took over the pages of 9 and 11"
