Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,840;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,840;00:11,000;"you have the choice not to. My sons sometimes say some naughty things when they're trying"
00:11,000;00:15,800;"to be funny, but really, they're just being stupid. You still want to listen? Go right"
00:15,800;00:18,000;"ahead. I am not your mother."
00:18,000;00:28,840;"Welcome back to the Turkish Dynasty Parkers. I'm your host Andrew Brown. With me today we"
00:28,840;00:30,320;"We have the Brown brothers."
00:30,320;00:31,440;"How are you doing boys?"
00:31,440;00:34,640;"- There's that docile tone I was looking for, nice."
00:34,640;00:36,320;"Oh, docile's already looking for,"
00:36,320;00:41,320;"'cause that means like calm and house trained basically."
00:41,320;00:44,000;"- Yeah, you're the most domesticated of the Browns."
00:44,000;00:46,160;"- Yeah, that's a good word for it."
00:46,160;00:49,600;"- Yeah, you're the left side of Greg's face right now."
00:49,600;00:53,120;"- And Greg is the right side of his face."
00:53,120;00:54,600;"- Yeah."
00:54,600;00:55,760;"- That feels about right."
00:56,840;01:03,560;"duality of human nature. Yes, so for those who can't see Greg, you're welcome that this is an audio"
01:03,560;01:09,240;"medium because he has only shaved half his face and the other half has grown wild"
01:09,240;01:15,800;"and it looks fucking hideous and how his wife has her left him I'm not quite sure maybe it's"
01:15,800;01:22,520;"because she's physically not able to be my guess. Harry like animal. How long did you go on the"
01:22,520;01:33,400;"the beer, Greg. April 5th. And it is now June 18th. So a"
01:33,400;01:34,400;"whole of two months."
01:34,400;01:36,020;"Yeah, looks that way."
01:36,020;01:39,200;"Yeah, it's pretty good. And the hair too. You did post a"
01:39,200;01:42,760;"picture in the family WhatsApp today. And I really appreciated"
01:42,760;01:47,120;"the the serial killer eyes that you put into it. Have you been"
01:47,120;01:47,840;"practicing that?"
01:47,840;01:49,320;"It comes naturally."
01:49,320;01:51,800;"Or is that just? Yeah, that's just how you take pictures."
01:51,800;01:53,680;"You're talking to me."
01:53,680;01:57,080;"No, I'm talking to the serial killer who shaved half his face."
01:57,080;01:57,400;"Yeah."
01:57,400;01:58,000;"I'll tell you."
01:58,000;01:59,240;"I'll pull it out."
01:59,240;02:01,360;"Oh boy."
02:01,360;02:02,760;"Give me a second here."
02:02,760;02:05,080;"All right."
02:05,080;02:05,720;"Continue."
02:05,720;02:11,240;"Where were we speaking of serial killers?"
02:11,240;02:14,320;"This is going on this."
