Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,920;"to be funny, but really they're just being stupid."
00:15,920;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:20,680;"I am not your mother."
00:20,680;00:28,760;"Alright, let's kick this off."
00:28,760;00:32,200;"Welcome to the Patriots Dynasty podcast."
00:32,200;00:34,280;"This is episode five, I think, right?"
00:34,280;00:36,600;"It was we're week five, two thousand one season."
00:36,600;00:38,080;"- I mean, the beginning was a little murky."
00:38,080;00:42,400;"I mean, we may or may not have recorded a few test runs,"
00:42,400;00:44,680;"so I don't know, you're the boss."
00:44,680;00:48,240;"- Yeah, no, I'm completely lost as well,"
00:48,240;00:50,080;"and who knows how this is gonna actually end up,"
00:50,080;00:53,440;"but yeah, we'll call it for now, tentatively."
00:53,440;00:56,160;"We'll pencil in as episode five."
00:56,160;00:57,000;"- Love it."
00:57,000;01:01,140;"And obviously with me again today is Mr. Mellow."
01:01,140;01:03,140;"Mike, how are you doing?"
01:03,140;01:04,580;"I'm doing pretty well."
01:04,580;01:05,180;"How are you doing?"
01:05,180;01:05,620;"Good."
01:05,620;01:07,300;"Oh, I'm living the dream as always."
01:07,300;01:11,700;"I'm sitting here in my bedroom, talking to you about 2001"
01:11,700;01:13,020;"Patreon season."
01:13,020;01:15,660;"As you do fully go this time."
01:15,660;01:16,900;"For the most part, yes."
01:16,900;01:17,780;"That's beautiful."
01:17,780;01:19,180;"I even got socks on today."
01:19,180;01:22,420;"It's cold here because it's officially winter in New England."
01:22,420;01:26,180;"And it is 27 degrees at the moment."
01:26,180;01:28,600;"I was gonna say I think it's probably like 58"
01:28,600;01:32,260;"So your prize bundled up as I am automatic"
01:32,260;01:35,460;"You know, I've got a nice button up"
01:35,460;01:43,380;"You got the heat on I don't actually know well you have the the the wildfires that are probably keeping you warm"
