Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:22,080;"I am not your mother."
00:22,080;00:24,640;"Welcome back to the Page of Stancey podcast."
00:24,640;00:27,160;"I am your host, Andy Brown."
00:27,160;00:33,080;"We are going through every game of the Patriots dynasty era."
00:33,080;00:34,200;"We started in 2001."
00:34,200;00:38,720;"We are now week 14 of 2004."
00:38,720;00:41,560;"Patriots hosting the Cincinnati Bengals."
00:41,560;00:45,320;"So with me as always is a reliable brother Steve Brown."
00:45,320;00:46,320;"That's right."
00:46,320;00:49,480;"Mr. reliable Steve, reliable Brown, just like Troy Brown."
00:49,480;00:50,480;"Also very reliable."
00:50,480;00:51,480;"Sure."
00:51,480;00:53,080;"We'll go with that."
00:53,080;00:57,120;"Greg Brown today because he's tired from working."
00:57,120;00:59,080;"No, that's not true."
00:59,080;01:00,080;"We got rid of Greg."
01:00,080;01:01,080;"We upgraded him."
01:01,080;01:06,440;"So yeah, so yeah, well, without further ado, Steve, you have brought a, brought us a guest."
01:06,440;01:07,800;"Do we like to introduce us?"
01:07,800;01:10,840;"I know all of the long suffering NFL franchise fans."
01:10,840;01:19,160;"So my, my, my buddy David Prue, the Bengals fan is joining us for this 2004 week 14, first"
01:19,160;01:20,160;"the Bengals."
01:20,160;01:22,160;"I"
01:22,160;01:33,500;"And thanks for the opportunity to join you guys. I look forward to discussing the Bengals and Carson Palmer's first year as a pool starter. Yeah"
01:33,500;01:39,080;"Long suffering no more as well. That's true. Yeah, you guys are riding high finally"
01:39,080;01:45,560;"We'll say I remember I was in the party for you before the season started you were stoked about the Bengals you were right"
01:45,560;01:49,840;"Yeah, all right. Yeah, so should we start there? Um, I"
01:49,840;01:52,640;"How do you feel about this most recent Super Bowl?"
