Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:18,000;"I am not your mother."
00:18,000;00:27,120;"Welcome back to the Page of Staunancy Podcast."
00:27,120;00:31,520;"Here 2003 week 14 closing on the end of the regular season and"
00:31,520;00:35,220;"We haven't seen a loss in a long time boys"
00:35,220;00:39,880;"It's right. It's being kind of nice. How many in roses?"
00:39,880;00:42,720;"this is"
00:42,720;00:48,860;"They come into this game with eight consecutive wins last time we saw a loss was week four in Washington"
00:48,860;00:50,960;"to the"
00:50,960;00:54,240;"One third of the way through right is 23"
00:54,880;00:57,660;"Believe it's 21 or 23. I can't remember"
00:57,660;01:03,120;"So on a third roughly a third we're cruising through. Yeah, but this is"
01:03,120;01:10,440;"Yet another game that our listeners will remember at least one play from"
01:10,440;01:16,960;"And maybe only one play I only remembered the one play, but we'll get to that. Yeah, but we have"
01:16,960;01:21,360;"the Miami Dolphins visiting Gillette Stadium"
01:22,200;01:25,420;"And also Mother Nature visiting Hangella at Stadium"
01:25,420;01:33,380;"Because the commentators in this game could not get over the fact that New England had received 28 inches of snow"
01:33,380;01:41,180;"It was a pretty good dump. Yeah, but this I think is an all-time"
01:41,180;01:48,480;"Crowdshot game. Oh, yeah, that's why it's a people literally just dug themselves it like you couldn't see the seat"
01:48,480;01:54,280;"So they just like dug a seat in the two feet of snow and just sat on that and it was fucking amazing"
01:54,280;01:57,840;"Just like watching the people try to get to their seats and just like"
01:57,840;02:02,600;"Sliding down all the the snowbanks and stuff just trying to like find somewhere to plop themselves"
02:02,600;02:12,460;"We always wondered that about big snowstorms. How do you it's gonna be a logistical nightmare to shovel those with the seats and everything"
02:12,460;02:17,400;"Well, I think what happened is it dumped the snow right before during the day right because they were saying like"
