Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,600;"to be funny, but really they're just being stupid."
00:15,600;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:25,520;"I am not your mother."
00:25,520;00:30,280;"Welcome to episode two of the Page of Stiency podcast."
00:30,280;00:32,120;"This week we have everybody."
00:32,120;00:34,120;"We've got Mike Mello."
00:34,120;00:36,720;"How you doing, Mike?"
00:36,720;00:38,680;"Doing splendid."
00:38,680;00:39,680;"How are you doing, man?"
00:39,680;00:40,680;"Splendid."
00:40,680;00:41,680;"I'm doing very well."
00:41,680;00:43,720;"Much better now that I've been talking to you."
00:43,720;00:44,720;"Wow."
00:44,720;00:45,720;"That's so sweet."
00:45,720;00:51,000;"We've also got Steve Brown with us today."
00:51,000;00:52,160;"In the middle of dinner, I think."
00:52,160;00:54,160;"Steve, how's it going?"
00:54,160;00:55,160;"Amazing."
00:55,160;00:59,720;"What are you eating for dinner? Those burgers we had last weekend, we're up here."
00:59,720;01:03,000;"The same ones or did you cook more? That was my question."
01:03,000;01:05,880;"They were, I didn't, we didn't cook all of them, so I'm just cooking the rest of them."
01:05,880;01:11,960;"Oh okay, I was just making sure. It would have been a better story if it was the same one, yeah."
01:11,960;01:17,320;"It would have been better. That's okay. And last but definitely not least on the phone,"
01:17,320;01:24,200;"we have Greg Brown. How's it going Greg? It's going just great Andy. Nice. It's nice to have"
01:24,200;01:52,200;"here for this one. I'm glad to be here for the inaugural episode. Yeah, we'll call this the inaugural episode too. It's fine. We didn't do them before. It's okay. You didn't miss anything. Game wise, you didn't miss anything because the Bengals game was rough. Yeah, I watched that. It was a very familiar feeling, I think, was the consensus of futility, especially down at the end of the game. Yep."
01:52,200;02:03,340;"But I believe at the end of that episode, Mike made a bold statement that 9/11 was the"
02:03,340;02:07,200;"reason for the Patriots dynasty."
