Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,600;"to be funny, but really they're just being stupid."
00:15,600;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:19,160;"I am not your mother."
00:19,160;00:24,160;"Alright, welcome back to the Page of Stimesy Podcasts."
00:24,160;00:29,480;"podcast. This isn't really is a bit of a departure from what we've been doing"
00:29,480;00:34,840;"normally is the bi week in 2001 for the Patriots. So we thought we would do our"
00:34,840;00:41,280;"own little bi week episode. So we still have everybody with us today. Gentlemen,"
00:41,280;00:46,240;"how you how you're handling how you holding up with everything going on"
00:46,240;00:52,400;"right now in the world. I'm sitting pretty. I'm loving it. Yeah, you're sounding"
00:52,400;00:55,880;"pretty. I wish we could quarantine all the time."
00:55,880;01:00,120;"Yeah. So who knows when this is coming out? Probably"
01:00,120;01:02,440;"may or"
01:02,440;01:03,120;"quarantine."
01:03,120;01:07,960;"Yes. So probably should we predict when the quarantine will"
01:07,960;01:09,680;"end? Yeah. Yeah."
01:09,680;01:14,960;"As well. If this is in the future date today is March 20. Yes."
01:14,960;01:17,320;"So this is it. We're as you can probably hear our voices still"
01:17,320;01:20,320;"the beginnings of the first week of quarantine for most of us. I"
01:20,320;01:23,120;"I think we still have hope left."
01:23,120;01:27,680;"So Steve, what is your prediction for when this one?"
01:27,680;01:31,600;"- I am gonna say May 12th."
01:31,600;01:34,600;"- Yeah, right."
01:34,600;01:37,480;"- It seems like you put some thought into that."
01:37,480;01:40,040;"I was just gonna pick a number of random, but all right."
01:40,040;01:40,880;"- Yeah, I did."
01:40,880;01:42,320;"I just picked the number of random."
01:42,320;01:43,880;"- Oh, okay."
01:43,880;01:46,880;"- Like longer than I think, but before my birthday."
01:46,880;01:47,960;"- All right, all right."
01:47,960;01:50,460;"So you think we're going back to work on a Wednesday, Steve?"
