Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,780;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,780;00:08,200;"you have the choice not to."
00:08,200;00:12,480;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,480;00:14,240;"they're just being stupid."
00:14,240;00:15,480;"You still want to listen?"
00:15,480;00:16,480;"Go right ahead."
00:16,480;00:17,680;"I am not your mother."
00:17,680;00:24,680;"[Music]"
00:24,680;00:25,680;"Very special."
00:25,680;00:32,680;"Somebody that I think you could say is maybe not the most famous outside of this podcast,"
00:32,680;00:36,080;"but the most famous inside this podcast."
00:36,080;00:39,840;"You've heard her every week at the beginning of every podcast."
00:39,840;00:41,360;"Morning, you're not listening."
00:41,360;00:45,040;"But we finally convinced Mama Brown to come on the podcast."
00:45,040;00:46,040;"I'm on."
00:46,040;00:59,320;"Hello dear how are you? Hey mom. Hi Stevie B. I love you mom. I know. Notice how she"
00:59,320;01:03,800;"didn't say I love you too. She just told you to fuck off like 10 minutes ago."
01:03,800;01:09,960;"Oh she's hung you to fuck off. Yeah but she instinctively said your name so. I don't"
01:09,960;01:21,320;"say fuck off to anybody. So the reason we wanted to have you on is because somehow you managed to"
01:21,320;01:28,600;"instill your love of Patience football onto your three sons and your daughter too but to the point"
01:28,600;01:35,720;"that your three sons have started a podcast and have now gotten two episodes, two whole seasons"
01:35,720;01:41,720;"of episodes done of watching football games from 20 years ago. So..."
01:41,720;01:42,280;"Idiots."
01:42,280;01:45,960;"You're not alone in that."
01:45,960;01:57,560;"But I kind of want to get an idea of where it started from and if you expected this from the three of us."
01:57,560;02:01,640;"No, not at all. Actually, I didn't really think about it."
02:03,000;02:08,920;"you being even fans, I suppose. I was just like, I don't know, keeping my head above water and"
02:08,920;02:14,280;"football was the thing that kept my head above water when all you lot were little. I really liked"
02:14,280;02:18,520;"it when I first came. I think you've talked about that on one of the podcasts about me coming."
02:18,520;02:22,680;"Yeah, can we get that story right? Because I tell it over time, I don't even know if that's the"
02:22,680;02:28,920;"truth or not. Well, who the hell knows? It's all memory isn't it? It was 60, 60, 65 year old woman"
02:30,600;02:35,480;"has a variable memory, but I remember sitting with that. Do you remember that little tiny"
02:35,480;02:41,000;"television that we had? Yeah, I don't agree. What size was it? I was trying to figure out what size"
02:41,000;02:47,960;"it was. I want to buy 11 pieces of paper. 13 inch maybe. But that's the first thing that we bought"
02:47,960;02:52,280;"and Mick used to go after work and leave me, especially at the weekends because it was some kind of"
02:52,280;02:59,400;"startup. And so I just watched sports and I couldn't see the puck and I hated basketball"
02:59,400;03:04,920;"and baseball was far too long but football was god, it was gorgeous, it was just wonderful."
03:04,920;03:06,840;"Why did you hit basketball?"
03:06,840;03:15,320;"I suppose it was a lot like netball that I played but it wasn't netball does that make sense?"
03:15,320;03:20,840;"That's an English game that girls play. So there was always this kind of like netball"
03:20,840;03:23,320;"was the best sport and basketball was not."
03:23,320;03:25,560;"That's how we feel about rugby."
03:25,960;03:27,640;"Yes, mate. I don't know. Maybe."
03:27,640;03:29,480;"Or about soccer. It's not the real football."
03:29,480;03:35,480;"But anyway, so I just started watching football and I just like fell in love with the game."
03:35,480;03:37,560;"It was because there was so much to it, you know."
03:37,560;03:41,480;"And there was, you know, you could sit and you could spend a whole game just watching the line"
03:41,480;03:46,520;"and playing against each other. Never mind the quarterback."
03:46,520;03:49,640;"So I just used to watch it and then I didn't know what was going on."
03:49,640;03:54,680;"So I used to write down the signals that the refs did."
03:54,680;03:59,640;"Oh yeah. That I didn't understand and then said Mickin to ask Steve wasn't asking. I think it was"
03:59,640;04:05,080;"his name was the big sports guy that he worked with and he was like, ""Your wife wants to know about"
04:05,080;04:11,160;"that? I need to meet your wife."" This is pre-Google when you couldn't do anything."
04:11,160;04:17,480;"Yeah, you couldn't do anything. I just had to figure it out. See what he did after he made the"
04:17,480;04:24,440;"funny sign, what happened? It was great because he just kept me busy and I watched all that I"
04:24,440;04:26,720;"I watched all the professional games."
04:26,720;04:29,480;"I was actually watching college games at that point as well."
04:29,480;04:31,640;"And I knew, I think it was a Herschel Walker."
04:31,640;04:33,080;"I can't even remember who they work."
04:33,080;04:37,600;"I don't remember names, but I followed all of the college"
04:37,600;04:40,560;"stuff on the Saturday and then the stuff on the Sunday too."
04:40,560;04:42,640;"So, gone."
04:42,640;04:44,160;"- Did you have a college team?"
04:44,160;04:45,000;"Like a favorite college?"
04:45,000;04:45,840;"- No, no, no."
04:45,840;04:50,880;"- Were you a Patriots fan though?"
04:50,880;04:53,000;"- I was a Patriots fan because we went to see them."
04:53,000;04:56,920;"And we got the tickets were pretty cheap because they were awful."
04:56,920;04:57,920;"They were awful."
04:57,920;05:00,720;"So we were doing all these American things."
05:00,720;05:05,400;"So we bought Patriots gear, like wooly hats and stuff with that dreadful logo that makes"
05:05,400;05:08,560;"me shudder now every time I look at it."
05:08,560;05:12,520;"But we went down and saw the games and took peanut butter and jelly sandwiches, I do"
05:12,520;05:16,360;"believe, as is something a very, very American that you'd take to a football game."
05:16,360;05:18,440;"Who knew?"
05:18,440;05:22,600;"But after that, you had to be that because that was the first team you watched."
05:22,600;05:26,400;"So, you know, you just supported them."
05:26,400;05:28,520;"- But you have a history of supporting,"
05:28,520;05:30,880;"shall we say, the underdogs?"
05:30,880;05:32,200;"'Cause didn't-- - You're talking about,"
05:32,200;05:33,800;"you're talking West Bromish Albion,"
05:33,800;05:36,760;"you're not allowed to talk about that, that's just--"
05:36,760;05:40,840;"- I thought you were talking about your son's sports careers."
05:40,840;05:43,080;"(laughing)"
05:43,080;05:44,720;"Just your sons in general."
