Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,600;"My sons, and of course Michael, sometimes say some naughty things when they're trying"
00:12,600;00:15,920;"to be funny, but really they're just being stupid."
00:15,920;00:17,160;"You still want to listen?"
00:17,160;00:18,160;"Go right ahead."
00:18,160;00:20,680;"I am not your mother."
00:20,680;00:26,080;"Hi, welcome everybody."
00:26,080;00:27,080;"Welcome back."
00:27,080;00:29,960;"If you're stuck with us this long, this is episode six."
00:29,960;00:38,360;"week seven of the 2001 season. We're going to be going over the Patriots visiting the"
00:38,360;00:45,760;"Denver Broncos this week. And with me today, we have Mr. Mike Mello. How are you Mike?"
00:45,760;00:51,040;"I'm doing very well. How are you doing? Oh, I'm living the dream. I'm sitting in my"
00:51,040;00:53,840;"Bella, check hoodie on my bed talking Patriots."
00:53,840;00:54,840;"Cancel us."
00:54,840;00:56,320;"As usual."
00:56,320;00:57,960;"This is true."
00:57,960;01:01,800;"It's the laptop gets hot on my crotch, but you know, I kind of like that."
01:01,800;01:03,520;"So it's a feels good with us."
01:03,520;01:08,840;"And also with me is a baby brother, Greg Brown."
01:08,840;01:10,120;"How you doing, bud?"
01:10,120;01:11,240;"Hey, Andy."
01:11,240;01:11,920;"Nice."
01:11,920;01:13,480;"You sound so nice, Greg."
01:13,480;01:14,120;"I know."
01:14,120;01:15,120;"I feel nice, too."
01:15,120;01:18,720;"Are you wearing the same thing that Andy is wearing?"
01:19,240;01:25,400;"Well, I wear the same thing every day, which is nice, tight sweat pants."
01:25,400;01:26,280;"Okay."
01:26,280;01:28,000;"A Brady jersey."
01:28,000;01:29,520;"All right."
01:29,520;01:30,880;"And no wonder where."
01:30,880;01:34,000;"Oh, how could you with the tight slip pants?"
01:34,000;01:34,800;"Exactly."
01:34,800;01:35,440;"Yeah."
01:35,440;01:36,280;"That's fair."
01:36,280;01:39,280;"Yeah, a bone effect with you."
01:39,280;01:40,400;"Who?"
