Start Timestamp;End Timestamp;Transcript
00:00,000;00:06,720;"This is Christine Brown, and while I have to listen to this podcast as my motherly duty,"
00:06,720;00:08,160;"you have the choice not to."
00:08,160;00:12,360;"My sons sometimes say some naughty things when they're trying to be funny, but really,"
00:12,360;00:14,200;"they're just being stupid."
00:14,200;00:15,440;"You still want to listen?"
00:15,440;00:16,440;"Go right ahead."
00:16,440;00:17,680;"I am not your mother."
00:17,680;00:18,680;"Welcome back."
00:18,680;00:25,600;"Page of the Dynasty Podcast."
00:25,600;00:31,060;"We are in the last week of the 2003 regular season."
00:31,060;00:33,800;"Patriots hosting the Buffalo Bills."
00:33,800;00:37,820;"And I, your host, Annie Brown, I'm hosting both my brothers today."
00:37,820;00:39,320;"Steve, how's it going?"
00:39,320;00:40,320;"Good."
00:40,320;00:44,040;"We're almost on one full year of quarantine."
00:44,040;00:45,040;"Almost exactly, yes."
00:45,040;00:49,560;"Because today is the 11th of March and I think it happened on the 13th."
00:49,560;00:53,720;"Well, how do you put a date on it?"
00:53,720;01:00,660;"Well, we when schools got shut down. We're on record predicting when it would end right yes"
01:00,660;01:08,240;"Not too far from one year ago and nobody does the year correct. Yeah, I think I was the closest and I said September"
01:08,240;01:10,000;"Of last year"
01:10,000;01:17,200;"And Greg definitely laughed at you. Yeah. Yeah, yeah, all of you and Milo was on at that point too, and he he laughed the hardest. Yes"
01:17,200;01:19,120;"Yeah"
01:19,120;01:21,120;"So I win I guess"
01:21,520;01:24,220;"No, I just lost less than you"
01:24,220;01:32,940;"Also, this is Greg Brown nice to see you Greg. It's great to see you too Andy. How you doing bud?"
01:32,940;01:38,440;"Good revenge game. This is what I'm talking about. We're talking last week with"
01:38,440;01:41,220;"our buddy Tarek"
01:41,220;01:42,980;"who we had on"
01:42,980;01:44,980;"about how"
01:44,980;01:49,140;"If you were to write this as like a TV show or movie"
01:50,020;01:54,900;"People would say this ending is too predictable. Like if this were Friday night lights"
01:54,900;02:00,320;"Yeah, and that team lost 31 nothing to open the season and had like all the stuff go on and"
