Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 12,1:00PM ET,boxscore,W,,1-0,,Jacksonville Jaguars,37.0,21.0,22.0,449.0,289.0,160.0,,20.0,395.0,319.0,76.0,3.0,14.76,1.54,-0.16
2,Sun,September 19,1:00PM ET,boxscore,L,,1-1,@,Cleveland Browns,21.0,31.0,17.0,302.0,220.0,82.0,2.0,22.0,355.0,199.0,156.0,2.0,9.61,-8.22,-8.62
3,Thu,September 23,8:20PM ET,boxscore,L,,1-2,,Carolina Panthers,9.0,24.0,14.0,193.0,151.0,42.0,,28.0,407.0,290.0,117.0,,-5.6,-14.35,5.17
4,Sun,October 3,1:00PM ET,boxscore,L,,1-3,@,Buffalo Bills,0.0,40.0,6.0,109.0,61.0,48.0,5.0,26.0,450.0,251.0,199.0,1.0,-32.68,-14.54,6.4
5,Sun,October 10,1:00PM ET,boxscore,L,,1-4,,New England Patriots,22.0,25.0,14.0,360.0,293.0,67.0,1.0,21.0,352.0,226.0,126.0,2.0,13.76,-6.89,-8.6
6,Sun,October 17,1:00PM ET,boxscore,L,,1-5,@,Indianapolis Colts,3.0,31.0,19.0,353.0,229.0,124.0,3.0,15.0,388.0,214.0,174.0,,-9.92,-17.25,0.25
7,Sun,October 24,4:25PM ET,boxscore,L,,1-6,@,Arizona Cardinals,5.0,31.0,8.0,160.0,118.0,42.0,1.0,24.0,397.0,225.0,172.0,1.0,-23.71,-13.37,10.47
8,Sun,October 31,1:00PM ET,boxscore,L,,1-7,,Los Angeles Rams,22.0,38.0,18.0,323.0,279.0,44.0,1.0,26.0,467.0,302.0,165.0,,1.75,-22.2,8.01
9,Sun,November 7,1:00PM ET,boxscore,L,,1-8,@,Miami Dolphins,9.0,17.0,14.0,272.0,199.0,73.0,4.0,22.0,262.0,215.0,47.0,5.0,-19.43,8.14,4.21
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,November 21,1:00PM ET,boxscore,W,,2-8,@,Tennessee Titans,22.0,13.0,15.0,190.0,107.0,83.0,,26.0,420.0,317.0,103.0,5.0,-10.9,6.86,10.33
12,Sun,November 28,1:00PM ET,boxscore,L,,2-9,,New York Jets,14.0,21.0,13.0,202.0,106.0,96.0,1.0,18.0,266.0,109.0,157.0,1.0,-9.28,2.68,1.61
13,Sun,December 5,1:00PM ET,boxscore,L,,2-10,,Indianapolis Colts,0.0,31.0,9.0,141.0,57.0,84.0,2.0,26.0,389.0,151.0,238.0,1.0,-28.83,-12.97,9.16
14,Sun,December 12,1:00PM ET,boxscore,L,,2-11,,Seattle Seahawks,13.0,33.0,25.0,380.0,317.0,63.0,,20.0,453.0,260.0,193.0,,-2.6,-21.71,9.75
15,Sun,December 19,1:00PM ET,boxscore,W,,3-11,@,Jacksonville Jaguars,30.0,16.0,13.0,281.0,206.0,75.0,1.0,21.0,296.0,189.0,107.0,,-0.77,1.9,10.61
16,Sun,December 26,1:00PM ET,boxscore,W,,4-11,,Los Angeles Chargers,41.0,29.0,26.0,437.0,248.0,189.0,,25.0,417.0,328.0,89.0,3.0,24.35,-5.49,-2.75
17,Sun,January 2,4:05PM ET,boxscore,L,,4-12,@,San Francisco 49ers,7.0,23.0,15.0,222.0,136.0,86.0,1.0,19.0,416.0,241.0,175.0,1.0,-7.88,-5.7,-0.16
18,Sun,January 9,1:00PM ET,boxscore,L,,4-13,,Tennessee Titans,25.0,28.0,18.0,353.0,289.0,64.0,,23.0,405.0,281.0,124.0,,13.08,-21.6,1.97
