season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,15:00,,,NE 30,0,0,"4-A.Vinatieri kicks 76 yards from NE 30 to CIN -6. 29-C.Keaton, Touchback.",0.638,0.020,kickoff,,,,,,,,A.Vinatieri,,,,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,14:54,1,10,CIN 20,0,0,(14:54) 28-C.Dillon right guard to CIN 29 for 9 yards (26-M.Stevens).,0.658,0.994,run,,,C.Dillon,,,,,,,,M.Stevens,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,14:19,2,1,CIN 29,0,0,(14:19) 3-J.Kitna pass to 28-C.Dillon to CIN 37 for 8 yards (54-T.Bruschi).,1.652,0.214,pass,,J.Kitna,,C.Dillon,,,,,,,T.Bruschi,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,13:40,1,10,CIN 37,0,0,(13:40) 28-C.Dillon left tackle to CIN 45 for 8 yards (26-M.Stevens).,1.866,0.551,run,,,C.Dillon,,,,,,,,M.Stevens,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,12:59,2,2,CIN 45,0,0,(12:59) 28-C.Dillon right guard to CIN 45 for no gain (98-A.Pleasant; 95-R.Phifer).,2.418,-0.763,run,,,C.Dillon,,,,,,,,A.Pleasant,R.Phifer,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,12:22,3,2,CIN 45,0,0,(12:22) 3-J.Kitna pass incomplete to 80-P.Warrick (50-M.Vrabel). Tipped at the line of scrimmage.,1.655,-1.743,pass,,J.Kitna,,P.Warrick,,,,,,,,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,12:16,4,2,CIN 45,0,0,"(12:16) 8-N.Harris punts 34 yards to NE 21, Center-48-B.St. Louis, fair catch by 80-T.Brown.",-0.088,0.055,punt,,,,,,,N.Harris,,T.Brown,,,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,12:07,1,10,NE 21,0,0,(12:07) 11-D.Bledsoe pass to 87-B.Emanuel to NE 22 for 1 yard (22-R.Heath; 27-A.Hawkins).,0.034,-0.493,pass,,D.Bledsoe,,B.Emanuel,,,,,,,R.Heath,A.Hawkins,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,11:23,2,9,NE 22,0,0,(11:23) (Shotgun) 32-A.Smith left tackle to NE 23 for 1 yard (99-O.Gibson).,-0.459,-0.587,run,,,A.Smith,,,,,,,,O.Gibson,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,10:39,3,8,NE 23,0,0,(10:39) 11-D.Bledsoe sacked at NE 21 for -2 yards (sack split by 31-D.Williams and 96-V.Booker).,-1.047,-1.236,pass,,D.Bledsoe,,,,D.Williams,,,,,D.Williams,V.Booker,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,10:10,4,10,NE 21,0,0,"(10:10) 10-L.Johnson punts 45 yards to CIN 34, Center-66-L.Paxton. 80-P.Warrick to 50 for 16 yards (26-M.Stevens). PENALTY on CIN, Clipping, 10 yards, enforced at CIN 38. Cin # 80 P.Warrick credited with 4 punt return yards on the play.",-2.283,1.087,punt,,,,,,,L.Johnson,,P.Warrick,,M.Stevens,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,09:57,1,10,CIN 28,0,0,(9:57) 3-J.Kitna pass incomplete to 86-D.Scott.,1.196,-0.475,pass,,J.Kitna,,D.Scott,,,,,,,,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,09:52,2,10,CIN 28,0,0,(9:52) 28-C.Dillon right tackle to CIN 31 for 3 yards (36-L.Milloy).,0.721,-0.388,run,,,C.Dillon,,,,,,,,L.Milloy,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,09:13,3,7,CIN 31,0,0,(9:13) (Shotgun) 3-J.Kitna pass to 86-D.Scott to 50 for 19 yards (27-T.Buckley).,0.333,2.320,pass,,J.Kitna,,D.Scott,,,,,,,T.Buckley,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,08:32,1,10,MID 50,0,0,(8:32) (Shotgun) 3-J.Kitna pass to 86-D.Scott to NE 31 for 19 yards (34-T.Jones).,2.653,1.061,pass,,J.Kitna,,D.Scott,,,,,,,T.Jones,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,08:00,1,10,NE 31,0,0,(8:00) 28-C.Dillon left guard to NE 29 for 2 yards (91-B.Hamilton; 54-T.Bruschi).,3.713,-0.243,run,,,C.Dillon,,,,,,,,B.Hamilton,T.Bruschi,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,07:22,2,8,NE 29,0,0,(7:22) 3-J.Kitna pass to 81-R.Dugans ran ob at NE 24 for 5 yards.,3.471,0.029,pass,,J.Kitna,,R.Dugans,,,,,,,,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,06:49,3,3,NE 24,0,0,"(6:49) 3-J.Kitna sacked at NE 32 for -8 yards (Team). FUMBLES (Team), RECOVERED by NE-95-R.Phifer at NE 32. 95-R.Phifer to NE 32 for no gain (63-M.Goff). Ball fell out of Kitna's hand, fumble not caused by defender.",3.500,-4.320,pass,,J.Kitna,,,,Team,,,,,Team,M.Goff,Team,R.Phifer,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,06:39,1,10,NE 32,0,0,(6:39) 11-D.Bledsoe pass incomplete to 86-D.Patten (96-V.Booker). Tipped at the line of scrimmage.,0.820,-0.462,pass,,D.Bledsoe,,D.Patten,,,,,,,,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,06:35,2,10,NE 32,0,0,(6:35) 32-A.Smith left end pushed ob at NE 34 for 2 yards (95-S.Foley; 27-A.Hawkins).,0.358,-0.681,run,,,A.Smith,,,,,,,,S.Foley,A.Hawkins,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,06:05,3,8,NE 34,0,0,(6:05) 11-D.Bledsoe right end to NE 42 for 8 yards (27-A.Hawkins).,-0.322,1.675,run,,,D.Bledsoe,,,,,,,,A.Hawkins,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,05:01,1,10,NE 42,0,0,(5:01) 32-A.Smith right tackle to NE 43 for 1 yard (96-V.Booker).,1.353,-0.343,run,,,A.Smith,,,,,,,,V.Booker,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,04:26,2,9,NE 43,0,0,(4:26) 32-A.Smith right end to NE 47 for 4 yards (26-C.Hall).,1.009,-0.350,run,,,A.Smith,,,,,,,,C.Hall,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,03:43,3,5,NE 47,0,0,"(3:43) PENALTY on NE-63-J.Andruzzi, False Start, 5 yards, enforced at NE 47 - No Play.",0.659,-0.487,no_play,,,,,,,,,,,,,,,J.Andruzzi
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,03:23,3,10,NE 42,0,0,"(3:23) PENALTY on NE-77-M.Compton, False Start, 5 yards, enforced at NE 42 - No Play.",0.173,-0.649,no_play,,,,,,,,,,,,,,,M.Compton
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,03:09,3,15,NE 37,0,0,(3:09) 11-D.Bledsoe pass to 87-B.Emanuel pushed ob at CIN 47 for 16 yards (21-T.Carter).,-0.476,2.687,pass,,D.Bledsoe,,B.Emanuel,,,,,,,T.Carter,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,02:33,1,10,CIN 47,0,0,(2:33) 11-D.Bledsoe pass to 81-C.Johnson to CIN 43 for 4 yards (27-A.Hawkins).,2.211,-0.185,pass,,D.Bledsoe,,C.Johnson,,,,,,,A.Hawkins,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,01:53,2,6,CIN 43,0,0,(1:53) 32-A.Smith left guard to CIN 39 for 4 yards (56-B.Simmons; 51-T.Spikes).,2.026,-0.089,run,,,A.Smith,,,,,,,,B.Simmons,T.Spikes,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,01:13,3,2,CIN 39,0,0,(1:13) 11-D.Bledsoe pass to 80-T.Brown pushed ob at CIN 15 for 24 yards (42-C.Carter).,1.937,2.543,pass,,D.Bledsoe,,T.Brown,,,,,,,C.Carter,,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,1,00:41,1,10,CIN 15,0,0,(:41) 32-A.Smith left tackle to CIN 14 for 1 yard (51-T.Spikes; 97-B.Whittington).,4.480,-0.389,run,,,A.Smith,,,,,,,,T.Spikes,B.Whittington,,,
2001,1,September 9,away,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/200109090cin.htm,2,15:00,2,9,CIN 14,6,0,"(15:00) 11-D.Bledsoe pass to 80-T.Brown for 14 yards, TOUCHDOWN.",4.091,2.909,pass,,D.Bledsoe,,T.Brown,,,,,,,,,,,
